unit_id,annual_heat_GWh,annual_fuel_MWh,annual_co2_tonnes,annual_fuel_cost_nzd,annual_carbon_cost_nzd,var_om_cost_nzd,fixed_on_cost_nzd,startup_cost_nzd,annual_total_cost_nzd,annual_operational_cost_nzd,annual_penalty_cost_nzd,annual_system_cost_nzd,avg_cost_nzd_per_MWh_heat,avg_operational_cost_nzd_per_MWh_heat,unserved_MW,unserved_cost_nzd,reserve_shortfall_MW,reserve_penalty_cost_nzd,online_cost_nzd,hours_reserve_shortfall_gt_0,p95_reserve_shortfall_MW,avg_online_units,avg_online_headroom_MW,avg_online_units_peak_season,avg_online_units_low_season
CB4,156.5491089191152,177896.71468081276,44474.17867020319,1245277.0027656893,3113192.506914223,0.0,40560.0,12500.0,4411529.509679913,4411529.509679913,0.0,0.0,28.179844268287937,28.179844268287937,0.0,0.0,0.0,0.0,0.0,,,,,,
EB1,172.1664,173905.45454545456,0.0,0.0,0.0,0.0,17568.0,500.0,18068.0,18068.0,0.0,0.0,0.104944983457864,0.104944983457864,0.0,0.0,0.0,0.0,0.0,,,,,,
EB2,258.2496,260858.1818181818,0.0,0.0,0.0,0.0,17568.0,500.0,18068.0,18068.0,0.0,0.0,0.06996332230524269,0.06996332230524269,0.0,0.0,0.0,0.0,0.0,,,,,,
EB3,232.03330226956828,234377.0729995639,0.0,0.0,0.0,0.0,17568.0,500.0,18068.0,18068.0,0.0,0.0,0.07786813282090525,0.07786813282090525,0.0,0.0,0.0,0.0,0.0,,,,,,
SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79440.56582139965,0.0,79440.56582139965,,0.0,0.0,1.588811316427993,79440.56582139965,0.0,0.0,,,,,,,
TOTAL,818.9984111886835,847037.424044013,44474.17867020319,1245277.0027656893,3113192.506914223,0.0,93264.0,14000.0,6268374.0755013125,6188933.509679913,79440.56582139965,1802640.5658213997,7.653707247616607,7.556710031582816,1.588811316427993,79440.56582139965,0.0,0.0,1723200.0,0.0,0.0,3.9234972677595628,0.0,4.0,3.772357723577236
