n_futures,win_rate_EB_system_cost,mean_regret_EB_nzd,p95_regret_EB_nzd,max_regret_EB_nzd,mean_regret_BB_nzd,p95_regret_BB_nzd,max_regret_BB_nzd,upgrade_exposure_EB_P150,upgrade_exposure_BB_P150,satisficing_rate_EB,satisficing_rate_BB
21,0.0,15430537.003999349,16392920.801480308,16575586.806922257,0.0,0.0,0.0,61.904761904761905,0.0,23.809523809523807,95.23809523809523
