timestamp_utc,total_heat_MW,unserved_MW,CB2_MW,CB3_MW,CB4_MW,EB1_MW
2025-01-01T00:00:00Z,116.17502333017157,1.4210854715202004e-14,23.235004666034317,37.176007465654905,37.176007465654905,18.588003732827453
2025-01-01T01:00:00Z,115.4409830448695,0.0,23.088196608973902,36.94111457435824,36.94111457435824,18.47055728717912
2025-01-01T02:00:00Z,116.34955095386402,1.4210854715202004e-14,23.26991019077281,37.23185630523649,37.23185630523649,18.615928152618245
2025-01-01T03:00:00Z,117.96023559737407,1.4210854715202004e-14,23.592047119474817,37.747275391159704,37.747275391159704,18.873637695579852
2025-01-01T04:00:00Z,116.50697259880964,0.0,23.301394519761928,37.282231231619086,37.282231231619086,18.641115615809543
2025-01-01T05:00:00Z,117.09541092191631,0.0,23.41908218438326,37.47053149501322,37.47053149501322,18.73526574750661
2025-01-01T06:00:00Z,118.6246292136064,0.0,23.72492584272128,37.959881348354045,37.959881348354045,18.979940674177023
2025-01-01T07:00:00Z,118.85339768575626,0.0,23.770679537151253,38.033087259442006,38.033087259442006,19.016543629721003
2025-01-01T08:00:00Z,118.55680701330846,0.0,23.711361402661694,37.93817824425871,37.93817824425871,18.969089122129354
2025-01-01T09:00:00Z,120.93644242774101,0.0,24.1872884855482,38.69966157687712,38.69966157687712,19.34983078843856
2025-01-01T10:00:00Z,120.31348072555276,0.0,24.062696145110554,38.500313832176886,38.500313832176886,19.250156916088443
2025-01-01T11:00:00Z,120.88599820529603,0.0,24.177199641059207,38.68351942569473,38.68351942569473,19.341759712847367
2025-01-01T12:00:00Z,121.7455017377851,0.0,24.349100347557023,38.958560556091236,38.958560556091236,19.479280278045618
2025-01-01T13:00:00Z,119.12792447215423,0.0,23.825584894430847,38.120935831089355,38.120935831089355,19.060467915544677
2025-01-01T14:00:00Z,118.78865970774105,0.0,23.75773194154821,38.01237110647713,38.01237110647713,19.006185553238566
2025-01-01T15:00:00Z,119.60748944678755,0.0,23.92149788935751,38.27439662297202,38.27439662297202,19.13719831148601
2025-01-01T16:00:00Z,119.68441435385733,0.0,23.936882870771466,38.299012593234345,38.299012593234345,19.149506296617172
2025-01-01T17:00:00Z,120.69731836489808,0.0,24.139463672979616,38.623141876767384,38.623141876767384,19.311570938383692
2025-01-01T18:00:00Z,119.23837985082488,0.0,23.84767597016498,38.15628155226396,38.15628155226396,19.07814077613198
2025-01-01T19:00:00Z,118.05010473966937,0.0,23.610020947933876,37.7760335166942,37.7760335166942,18.8880167583471
2025-01-01T20:00:00Z,120.88578659786558,0.0,24.177157319573112,38.683451711316984,38.683451711316984,19.341725855658492
2025-01-01T21:00:00Z,118.28216076567244,0.0,23.65643215313449,37.85029144501518,37.85029144501518,18.92514572250759
2025-01-01T22:00:00Z,116.85927760793815,0.0,23.37185552158763,37.39496883454021,37.39496883454021,18.697484417270104
2025-01-01T23:00:00Z,114.53519407833937,0.0,22.907038815667875,36.6512621050686,36.6512621050686,18.3256310525343
2025-01-02T00:00:00Z,114.971506826611,0.0,22.9943013653222,36.790882184515525,36.790882184515525,18.395441092257762
