unit_id,annual_heat_GWh,annual_fuel_MWh,annual_co2_tonnes,annual_fuel_cost_nzd,annual_carbon_cost_nzd,annual_total_cost_nzd,annual_operational_cost_nzd,annual_penalty_cost_nzd,annual_system_cost_nzd,avg_cost_nzd_per_MWh_heat,avg_operational_cost_nzd_per_MWh_heat,unserved_MWh,unserved_penalty_cost_nzd,reserve_shortfall_MWh,reserve_penalty_cost_nzd,total_penalty_cost_nzd,unserved_MW,unserved_cost_nzd,reserve_shortfall_MW
CB2,163.80000000000004,204750.00000000003,51187.50000000001,1433250.0,3071250.0000000005,4504500.0,4504500.0,,0.0,27.499999999999996,27.499999999999996,,,,,,,,
CB3,262.08000000000004,304744.18604651163,76186.04651162791,2133209.3023255817,4571162.790697675,6704372.093023257,6704372.093023257,,0.0,25.581395348837212,25.581395348837212,,,,,,,,
CB4,262.08000000000004,297818.1818181818,74454.54545454546,2084727.272727273,4467272.7272727275,6552000.0,6552000.0,,0.0,24.999999999999996,24.999999999999996,,,,,,,,
EB1,131.04000000000002,132363.63636363638,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,
SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,819.0000000000001,939676.0042283299,201828.09196617338,5651186.575052855,12109685.517970402,17760872.093023255,17760872.093023255,,,21.686046511627904,21.686046511627904,0.0,0.0,0.0,0.0,0.0,,,
