unit_id,annual_heat_GWh,annual_fuel_MWh,annual_co2_tonnes,annual_fuel_cost_nzd,annual_carbon_cost_nzd,annual_total_cost_nzd,annual_operational_cost_nzd,annual_penalty_cost_nzd,annual_system_cost_nzd,avg_cost_nzd_per_MWh_heat,avg_operational_cost_nzd_per_MWh_heat,annual_electricity_cost_nzd,annual_shed_penalty_nzd,annual_total_grid_cost_nzd,annual_shed_MWh,n_hours_binding,unserved_peak_MW,unserved_MWh,unserved_penalty_cost_nzd,reserve_shortfall_peak_MW,reserve_shortfall_MWh,reserve_penalty_cost_nzd,total_penalty_cost_nzd,online_cost_nzd,unserved_cost_nzd
BB1,270.4881732426781,318221.3802855037,1877.5061436844717,13365297.971991153,168975.55293160243,13534273.524922756,13534273.524922756,0.0,0.0,50.0364705882353,50.0364705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EB1,137.39116647233868,138778.95603266533,0.0,0.0,0.0,15265685.163593188,15265685.163593188,0.0,0.0,111.11111111111111,111.11111111111111,15265685.163593188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EB2,205.77257684773807,207851.08772498794,0.0,0.0,0.0,22863619.649748676,22863619.649748676,0.0,0.0,111.11111111111111,111.11111111111111,22863619.649748676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EB3,205.23982646239628,207312.95602262253,0.0,0.0,0.0,22804425.162488475,22804425.162488475,0.0,0.0,111.11111111111111,111.11111111111111,22804425.162488475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNSERVED,0.10825697484878834,0.0,0.0,0.0,0.0,2165139.496975767,0.0,2165139.496975767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.25697484878833,2165139.496975767,0.0,0.0,0.0,2165139.496975767,0.0,2165139.496975767
SYSTEM,0.0,0.0,0.0,0.0,0.0,2165139.496975767,0.0,2165139.496975767,2165139.496975767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.35519208797264,108.25697484878835,2165139.496975767,0.0,0.0,0.0,2165139.496975767,0.0,2165139.496975767
TOTAL,819.0,872164.3800657794,1877.5061436844717,13365297.971991153,168975.55293160243,78798282.49470463,76633142.99772887,2165139.496975767,2165139.496975767,96.2127991388335,93.56916116938812,60933729.97583034,0.0,0.0,0.0,0.0,7.35519208797264,108.25697484878835,2165139.496975767,0.0,0.0,0.0,2165139.496975767,0.0,2165139.496975767
