unit_id,annual_heat_GWh,annual_fuel_MWh,annual_co2_tonnes,annual_fuel_cost_nzd,annual_carbon_cost_nzd,annual_total_cost_nzd,annual_operational_cost_nzd,annual_penalty_cost_nzd,annual_system_cost_nzd,avg_cost_nzd_per_MWh_heat,avg_operational_cost_nzd_per_MWh_heat,annual_electricity_cost_nzd,annual_electricity_MWh,avg_electricity_tariff_nzd_per_MWh,annual_shed_penalty_nzd,annual_total_grid_cost_nzd,annual_shed_MWh,n_hours_binding,unserved_avg_cost_nzd_per_MWh,unserved_peak_MW,unserved_MWh,unserved_penalty_cost_nzd,unserved_cost_nzd,reserve_shortfall_peak_MW,reserve_shortfall_MWh,reserve_penalty_cost_nzd,total_penalty_cost_nzd,online_cost_nzd
EB1,175.57951463683776,177353.0450877149,0.0,0.0,0.0,22988824.746928297,22988824.746928297,0.0,0.0,130.93113279460613,130.93113279460613,22988824.746928297,177353.0450877149,129.62182146666007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EB2,204.7839721614447,206852.4971327724,0.0,0.0,0.0,26812211.935616326,26812211.935616326,0.0,0.0,130.9292502368227,130.9292502368227,26812211.935616326,206852.4971327724,129.6199577344545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EB3,204.74948563776817,206817.6622603719,0.0,0.0,0.0,26807436.064449485,26807436.064449485,0.0,0.0,130.92797757683147,130.92797757683147,26807436.064449485,206817.6622603719,129.61869780106312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EB4,233.8870275639493,236249.522791868,0.0,0.0,0.0,30621393.53618449,30621393.53618449,0.0,0.0,130.9238646329455,130.9238646329455,30621393.53618449,236249.522791868,129.61462598661603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNSERVED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,819.0,827272.7272727272,0.0,0.0,0.0,107229866.2831786,107229866.2831786,0.0,0.0,130.92779765955873,130.92779765955873,107229866.2831786,827272.7272727272,129.61851968296315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
