unit_id,annual_heat_GWh,annual_fuel_MWh,annual_co2_tonnes,annual_fuel_cost_nzd,annual_carbon_cost_nzd,annual_total_cost_nzd,annual_operational_cost_nzd,annual_penalty_cost_nzd,annual_system_cost_nzd,avg_cost_nzd_per_MWh_heat,avg_operational_cost_nzd_per_MWh_heat,unserved_MWh,unserved_penalty_cost_nzd,reserve_shortfall_MWh,reserve_penalty_cost_nzd,total_penalty_cost_nzd,unserved_MW,unserved_cost_nzd,reserve_shortfall_MW,online_cost_nzd,annual_electricity_MWh,annual_electricity_cost_nzd,avg_electricity_tariff_nzd_per_MWh,annual_electricity_MWh_derived,annual_electricity_cost_nzd_derived,avg_electricity_tariff_nzd_per_MWh_derived,annual_electricity_MWh_effective,annual_electricity_cost_nzd_effective,avg_electricity_tariff_nzd_per_MWh_effective,annual_electricity_MWh_total,annual_electricity_cost_nzd_total
CB4,231.8032625186238,263412.79831661796,65853.19957915449,1843889.5882163255,4609723.970540814,6453613.558757139,6453613.558757139,0.0,0.0,27.84090909090909,27.84090909090909,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EB1,176.1930475515447,177972.7753045906,0.0,23136460.789596777,0.0,23136460.789596777,23136460.789596777,0.0,0.0,131.3131313131313,131.3131313131313,0.0,0.0,0.0,0.0,0.0,,0.0,,,177972.7753045906,23136460.789596777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EB2,205.5113603100534,207587.23263641758,0.0,26986340.242734287,0.0,26986340.242734287,26986340.242734287,0.0,0.0,131.31313131313132,131.31313131313132,0.0,0.0,0.0,0.0,0.0,,0.0,,,207587.23263641758,26986340.242734287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EB3,205.49232961977816,207568.00971694765,0.0,26983841.263203196,0.0,26983841.263203196,26983841.263203196,0.0,0.0,131.31313131313132,131.31313131313132,0.0,0.0,0.0,0.0,0.0,,0.0,,,207568.00971694765,26983841.263203196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNSERVED,2.0257573396520456e-14,0.0,0.0,0.0,0.0,4.051514679304091e-07,0.0,4.051514679304091e-07,0.0,20000.0,20000.0,2.0257573396520456e-11,4.051514679304091e-07,0.0,0.0,4.051514679304091e-07,2.0257573396520456e-11,4.051514679304091e-07,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYSTEM,0.0,0.0,0.0,0.0,0.0,4.051514679304091e-07,0.0,4.051514679304091e-07,,0.0,0.0,2.0257573396520456e-11,4.051514679304091e-07,0.0,0.0,4.051514679304091e-07,2.0257573396520456e-11,4.051514679304091e-07,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,819.0000000000001,856540.8159745738,65853.19957915449,78950531.88375059,4609723.970540814,83560255.85429221,83560255.85429181,4.051514679304091e-07,4.051514679304091e-07,102.0271744252652,102.02717442526472,2.0257573396520456e-11,4.051514679304091e-07,0.0,0.0,4.051514679304091e-07,2.0257573396520456e-11,4.051514679304091e-07,0.0,0.0,593128.0176579559,77106642.29553425,130.0,593128.0176579559,77106642.29553425,129.99999999999997,593128.0176579559,77106642.29553425,129.99999999999997,593128.0176579558,77106642.29553425
