timestamp_utc,total_heat_MW,unserved_MW,CB4_MW,EB1_MW,EB2_MW,EB3_MW
2028-01-01T00:00:00Z,105.40722596990943,0.0,30.11635027711698,22.587262707837734,26.35180649247736,26.35180649247736
2028-01-01T01:00:00Z,104.74122093710685,0.0,29.92606312488767,22.44454734366575,26.18530523427671,26.18530523427671
2028-01-01T02:00:00Z,105.56557732755248,0.0,30.161593522157848,22.621195141618387,26.39139433188812,26.39139433188812
2028-01-01T03:00:00Z,107.02697406600817,1.4210854715202004e-14,30.579135447430907,22.93435158557318,26.756743516502045,26.756743516502045
2028-01-01T04:00:00Z,105.70840819106928,1.4210854715202004e-14,30.20240234030551,22.651801755229133,26.427102047767324,26.427102047767324
2028-01-01T05:00:00Z,106.24230652407655,0.0,30.354944721164728,22.766208540873546,26.56057663101914,26.56057663101914
2028-01-01T06:00:00Z,107.6297877003996,0.0,30.751367914399886,23.063525935799913,26.9074469250999,26.9074469250999
2028-01-01T07:00:00Z,107.83735253961771,1.4210854715202004e-14,30.81067215417649,23.10800411563237,26.95933813490443,26.95933813490443
2028-01-01T08:00:00Z,107.56825166806095,1.4210854715202004e-14,30.73378619087456,23.05033964315592,26.89206291701524,26.89206291701524
2028-01-01T09:00:00Z,109.72732821192551,1.4210854715202004e-14,31.350665203407292,23.512998902555466,27.43183205298138,27.43183205298138
2028-01-01T10:00:00Z,109.16210633349702,0.0,31.189173238142004,23.391879928606503,27.290526583374255,27.290526583374255
2028-01-01T11:00:00Z,109.6815594623121,0.0,31.337588417803453,23.50319131335259,27.420389865578024,27.420389865578024
2028-01-01T12:00:00Z,110.46139905669315,0.0,31.560399730483756,23.670299797862818,27.61534976417329,27.61534976417329
2028-01-01T13:00:00Z,108.08643453830518,1.4210854715202004e-14,30.881838439515768,23.161378829636828,27.0216086345763,27.0216086345763
2028-01-01T14:00:00Z,107.77861486535795,1.4210854715202004e-14,30.793889961530844,23.095417471148135,26.94465371633949,26.94465371633949
2028-01-01T15:00:00Z,108.52155055721714,0.0,31.00615730206204,23.254617976546527,27.130387639304285,27.130387639304285
2028-01-01T16:00:00Z,108.59134560291449,0.0,31.02609874368985,23.26957405776739,27.14783640072862,27.14783640072862
2028-01-01T17:00:00Z,109.51036760021736,0.0,31.28867645720496,23.466507342903718,27.37759190005434,27.37759190005434
2028-01-01T18:00:00Z,108.18665225055854,0.0,30.910472071588153,23.182854053691113,27.046663062639634,27.046663062639634
2028-01-01T19:00:00Z,107.10851359763984,0.0,30.602432456468524,22.951824342351394,26.77712839940996,26.77712839940996
2028-01-01T20:00:00Z,109.68136746792638,0.0,31.337533562264678,23.503150171698508,27.420341866981595,27.420341866981595
2028-01-01T21:00:00Z,107.31906128051888,0.0,30.66258893729111,22.99694170296833,26.82976532012972,26.82976532012972
2028-01-01T22:00:00Z,106.02805946070582,0.0,30.293731274487374,22.72029845586553,26.507014865176455,26.507014865176455
2028-01-01T23:00:00Z,103.9193859200848,0.0,29.69125312002423,22.26843984001817,25.9798464800212,25.9798464800212
2028-01-02T00:00:00Z,103.78841384782604,0.0,29.653832527950293,22.24037439596272,25.94710346195651,25.94710346195651
2028-01-02T01:00:00Z,104.47226762113402,0.0,29.849219320324003,22.386914490243004,26.118066905283506,26.118066905283506
2028-01-02T02:00:00Z,103.15537591623612,0.0,29.472964547496034,22.104723410622025,25.78884397905903,25.78884397905903
2028-01-02T03:00:00Z,105.28300954541304,0.0,30.080859870118008,22.560644902588507,26.32075238635326,26.32075238635326
2028-01-02T04:00:00Z,104.78817348298782,0.0,29.939478137996517,22.454608603497388,26.197043370746954,26.197043370746954
2028-01-02T05:00:00Z,105.64474560563364,0.0,30.18421303018104,22.63815977263578,26.41118640140841,26.41118640140841
2028-01-02T06:00:00Z,104.78704766460356,0.0,29.939156475601017,22.45436735670076,26.19676191615089,26.19676191615089
2028-01-02T07:00:00Z,108.44781290262613,0.0,30.98508940075032,23.23881705056274,27.11195322565653,27.11195322565653
2028-01-02T08:00:00Z,107.51528901084549,1.4210854715202004e-14,30.718654003098713,23.038990502324037,26.878822252711377,26.878822252711377
2028-01-02T09:00:00Z,107.43551129293658,0.0,30.69586036941045,23.021895277057837,26.858877823234145,26.858877823234145
2028-01-02T10:00:00Z,110.0139792746384,0.0,31.43256550703954,23.574424130279656,27.5034948186596,27.5034948186596
2028-01-02T11:00:00Z,108.29971868141796,0.0,30.942776766119415,23.20708257458956,27.07492967035449,27.07492967035449
2028-01-02T12:00:00Z,109.86722439971942,0.0,31.390635542776977,23.542976657082733,27.466806099929855,27.466806099929855
2028-01-02T13:00:00Z,107.48968241227668,0.0,30.71133783207905,23.033503374059286,26.87242060306917,26.87242060306917
2028-01-02T14:00:00Z,107.66717805497834,0.0,30.762050872850953,23.071538154638212,26.916794513744584,26.916794513744584
2028-01-02T15:00:00Z,108.79777613689106,1.4210854715202004e-14,31.08507889625459,23.313809172190943,27.19944403422277,27.19944403422277
2028-01-02T16:00:00Z,109.95441776634524,0.0,31.4155479332415,23.561660949931124,27.48860444158631,27.48860444158631
2028-01-02T17:00:00Z,108.8020954791442,0.0,31.086312994041197,23.3147347455309,27.20052386978605,27.20052386978605
2028-01-02T18:00:00Z,108.5009859858135,0.0,31.00028171023243,23.25021128267432,27.125246496453375,27.125246496453375
2028-01-02T19:00:00Z,107.76870403878138,1.4210854715202004e-14,30.79105829679468,23.093293722596012,26.94217600969535,26.94217600969535
2028-01-02T20:00:00Z,105.96093313605336,0.0,30.274552324586672,22.705914243440002,26.49023328401334,26.49023328401334
2028-01-02T21:00:00Z,106.24830092243194,0.0,30.356657406409123,22.76749305480684,26.562075230607984,26.562075230607984
2028-01-02T22:00:00Z,104.93576332262188,0.0,29.98164666360625,22.48623499770469,26.23394083065547,26.23394083065547
2028-01-02T23:00:00Z,105.99774820027037,0.0,30.28507091436296,22.71380318577222,26.49943705006759,26.49943705006759
2028-01-03T00:00:00Z,115.73869016174768,0.0,33.068197189070766,24.801147891803073,28.93467254043692,28.93467254043692
2028-01-03T01:00:00Z,113.30882074712372,0.0,32.37394878489249,24.280461588669368,28.32720518678093,28.32720518678093
2028-01-03T02:00:00Z,115.7161588172672,0.0,33.06175966207634,24.796319746557256,28.9290397043168,28.9290397043168
2028-01-03T03:00:00Z,115.48440503386108,0.0,32.995544295388875,24.746658221541658,28.87110125846527,28.87110125846527
2028-01-03T04:00:00Z,115.73057064379404,0.0,33.065877326798294,24.799407995098722,28.93264266094851,28.93264266094851
2028-01-03T05:00:00Z,117.82411754285486,0.0,33.66403358367282,25.248025187754614,29.456029385713716,29.456029385713716
2028-01-03T06:00:00Z,117.7206291118702,0.0,33.63446546053434,25.225849095400754,29.43015727796755,29.43015727796755
2028-01-03T07:00:00Z,118.78048111306236,1.4210854715202004e-14,33.93728031801782,25.452960238513366,29.695120278265595,29.695120278265595
2028-01-03T08:00:00Z,117.85229431159074,0.0,33.67208408902592,25.254063066769444,29.463073577897685,29.463073577897685
2028-01-03T09:00:00Z,119.6437940827688,0.0,34.18394116650537,25.63795587487903,29.9109485206922,29.9109485206922
2028-01-03T10:00:00Z,121.0028912654802,0.0,34.572254647280054,25.929190985460043,30.25072281637005,30.25072281637005
2028-01-03T11:00:00Z,122.36225459115036,0.0,34.9606441689001,26.220483126675077,30.59056364778759,30.59056364778759
2028-01-03T12:00:00Z,120.59942438240276,0.0,34.45697839497222,25.84273379622916,30.14985609560069,30.14985609560069
2028-01-03T13:00:00Z,120.955106434625,0.0,34.558601838464284,25.918951378848213,30.23877660865625,30.23877660865625
2028-01-03T14:00:00Z,119.26909904973544,0.0,34.07688544278155,25.557664082086166,29.81727476243386,29.81727476243386
2028-01-03T15:00:00Z,118.5792688671805,0.0,33.87979110490871,25.409843328681536,29.644817216795126,29.644817216795126
2028-01-03T16:00:00Z,121.61890573556242,0.0,34.748258781589264,26.061194086191946,30.404726433890605,30.404726433890605
2028-01-03T17:00:00Z,121.67837279376413,0.0,34.76524936964689,26.073937027235168,30.41959319844103,30.41959319844103
2028-01-03T18:00:00Z,119.9755167291782,0.0,34.278719065479486,25.709039299109612,29.99387918229455,29.99387918229455
2028-01-03T19:00:00Z,120.67244790831914,1.4210854715202004e-14,34.477842259519754,25.858381694639817,30.16811197707979,30.16811197707979
2028-01-03T20:00:00Z,119.30312955528346,0.0,34.0866084443667,25.564956333275028,29.825782388820866,29.825782388820866
2028-01-03T21:00:00Z,117.52168134830332,0.0,33.577623242372376,25.18321743177928,29.38042033707583,29.38042033707583
2028-01-03T22:00:00Z,116.94041121106645,0.0,33.411546060304694,25.058659545228522,29.23510280276661,29.23510280276661
2028-01-03T23:00:00Z,117.71389275443306,1.4210854715202004e-14,33.632540786980876,25.22440559023566,29.42847318860827,29.42847318860827
2028-01-04T00:00:00Z,115.30103014570348,0.0,32.943151470200995,24.707363602650744,28.82525753642587,28.82525753642587
2028-01-04T01:00:00Z,117.14704954675318,1.4210854715202004e-14,33.470585584786626,25.102939188589968,29.2867623866883,29.2867623866883
2028-01-04T02:00:00Z,112.32067710320392,0.0,32.091622029486835,24.068716522115125,28.08016927580098,28.08016927580098
2028-01-04T03:00:00Z,116.88367256273612,0.0,33.3953350179246,25.046501263443453,29.22091814068403,29.22091814068403
2028-01-04T04:00:00Z,116.62074217328579,1.4210854715202004e-14,33.320212049510225,24.99015903713267,29.15518554332145,29.15518554332145
