unit_id,annual_heat_GWh,annual_fuel_MWh,annual_co2_tonnes,annual_fuel_cost_nzd,annual_carbon_cost_nzd,annual_total_cost_nzd,annual_operational_cost_nzd,annual_penalty_cost_nzd,annual_system_cost_nzd,avg_cost_nzd_per_MWh_heat,avg_operational_cost_nzd_per_MWh_heat,unserved_MWh,unserved_penalty_cost_nzd,reserve_shortfall_MWh,reserve_penalty_cost_nzd,total_penalty_cost_nzd,unserved_MW,unserved_cost_nzd,reserve_shortfall_MW
CB1,5.577347573854772,7150.445607506117,1787.6114018765293,50053.11925254282,53628.34205629588,103681.4613088387,103681.4613088387,,0.0,18.589743589743588,18.589743589743588,,,,,,0.0,,
CB2,116.29855744704795,145373.19680880994,36343.299202202485,1017612.3776616695,1090298.9760660746,2107911.353727744,2107911.353727744,,0.0,18.125,18.125,,,,,,0.0,,
CB3,345.7640949790975,402051.2732315087,100512.81830787717,2814358.9126205607,3015384.549236315,5829743.461856876,5829743.461856876,,0.0,16.86046511627907,16.86046511627907,,,,,,0.0,,
CB4,351.36,399272.72727272724,99818.18181818181,2794909.090909091,2994545.454545454,5789454.545454545,5789454.545454545,,0.0,16.477272727272727,16.477272727272727,,,,,,0.0,,
SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,819.0000000000002,953847.642920552,238461.910730138,6676933.500443864,7153857.32190414,13830790.822348002,13830790.822348002,,,16.88741248149939,16.88741248149939,0.0,0.0,0.0,0.0,0.0,0.0,,
