timestamp_utc,unit_id,heat_MW,fuel_MWh,co2_tonnes,availability_factor,available_cap_MW,fuel_cost_nzd,carbon_cost_nzd,total_cost_nzd
2020-01-01T00:00:00Z,CB4,34.04218282786417,38.68429866802746,9.671074667006865,1.0,40,270.7900906761922,676.9752266904806,947.7653173666728
2020-01-01T00:00:00Z,EB1,17.021091413932083,17.193021630234426,0.0,1.0,20,0.0,0.0,0.0
2020-01-01T00:00:00Z,EB2,25.53163712089813,25.789532445351647,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T00:00:00Z,EB3,25.53163712089813,25.789532445351647,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T01:00:00Z,CB4,33.82709069464158,38.43987578936544,9.60996894734136,1.0,40,269.07913052555807,672.6978263138951,941.7769568394532
2020-01-01T01:00:00Z,EB1,16.91354534732079,17.08438923971797,0.0,1.0,20,0.0,0.0,0.0
2020-01-01T01:00:00Z,EB2,25.37031802098119,25.62658385957696,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T01:00:00Z,EB3,25.37031802098119,25.62658385957696,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T02:00:00Z,CB4,34.09332377971376,38.74241338603836,9.68560334650959,1.0,40,271.1968937022685,677.9922342556713,949.1891279579397
2020-01-01T02:00:00Z,EB1,17.04666188985688,17.218850393794828,0.0,1.0,20,0.0,0.0,0.0
2020-01-01T02:00:00Z,EB2,25.56999283478532,25.828275590692243,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T02:00:00Z,EB3,25.56999283478532,25.828275590692243,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T03:00:00Z,CB4,34.565294600469,39.27874386416932,9.81968596604233,1.0,40,274.95120704918526,687.3780176229632,962.3292246721485
2020-01-01T03:00:00Z,EB1,17.2826473002345,17.457219495186365,0.0,1.0,20,0.0,0.0,0.0
2020-01-01T03:00:00Z,EB2,25.923970950351755,26.18582924277955,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T03:00:00Z,EB3,25.923970950351755,26.18582924277955,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T04:00:00Z,CB4,34.13945225263921,38.79483210527183,9.698708026317957,1.0,40,271.5638247369028,678.9095618422571,950.4733865791599
2020-01-01T04:00:00Z,EB1,17.069726126319605,17.242147602343035,0.0,1.0,20,0.0,0.0,0.0
2020-01-01T04:00:00Z,EB2,25.60458918947941,25.863221403514554,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T04:00:00Z,EB3,25.60458918947941,25.863221403514554,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T05:00:00Z,CB4,34.311879375129976,38.99077201719315,9.747693004298288,1.0,40,272.9354041203521,682.3385103008801,955.2739144212321
2020-01-01T05:00:00Z,EB1,17.155939687564988,17.3292320076414,0.0,1.0,20,0.0,0.0,0.0
2020-01-01T05:00:00Z,EB2,25.733909531347486,25.993848011462106,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T05:00:00Z,EB3,25.733909531347486,25.993848011462106,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T06:00:00Z,CB4,34.759978520515816,39.49997559149524,9.87499389787381,1.0,40,276.4998291404667,691.2495728511667,967.7494019916335
2020-01-01T06:00:00Z,EB1,17.379989260257908,17.55554470733122,0.0,1.0,20,0.0,0.0,0.0
2020-01-01T06:00:00Z,EB2,26.06998389038686,26.33331706099683,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T06:00:00Z,EB3,26.06998389038686,26.33331706099683,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T07:00:00Z,CB4,34.82701339540492,39.576151585687406,9.894037896421851,1.0,40,277.03306109981185,692.5826527495296,969.6157138493415
2020-01-01T07:00:00Z,EB1,17.41350669770246,17.58940070474996,0.0,1.0,20,0.0,0.0,0.0
2020-01-01T07:00:00Z,EB2,26.12026004655369,26.384101057124937,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T07:00:00Z,EB3,26.12026004655369,26.384101057124937,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T08:00:00Z,CB4,34.74010492224875,39.47739195710085,9.869347989275212,1.0,40,276.34174369970594,690.8543592492649,967.1961029489709
2020-01-01T08:00:00Z,EB1,17.370052461124374,17.545507536489268,0.0,1.0,20,0.0,0.0,0.0
2020-01-01T08:00:00Z,EB2,26.055078691686564,26.318261304733902,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T08:00:00Z,EB3,26.055078691686564,26.318261304733902,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T09:00:00Z,CB4,35.4373975202588,40.269769909385,10.06744247734625,1.0,40,281.888389365695,704.7209734142375,986.6093627799326
2020-01-01T09:00:00Z,EB1,17.7186987601294,17.89767551528222,0.0,1.0,20,0.0,0.0,0.0
2020-01-01T09:00:00Z,EB2,26.5780481401941,26.846513272923332,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T09:00:00Z,EB3,26.5780481401941,26.846513272923332,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T10:00:00Z,CB4,35.2548541856181,40.06233430183875,10.015583575459688,1.0,40,280.4363401128713,701.0908502821782,981.5271903950495
2020-01-01T10:00:00Z,EB1,17.62742709280905,17.805481911928332,0.0,1.0,20,0.0,0.0,0.0
2020-01-01T10:00:00Z,EB2,26.44114063921358,26.708222867892506,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T10:00:00Z,EB3,26.44114063921358,26.708222867892506,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T11:00:00Z,CB4,35.42261610344599,40.25297284482499,10.063243211206247,1.0,40,281.77080991377494,704.4270247844373,986.1978346982123
2020-01-01T11:00:00Z,EB1,17.711308051722995,17.890210153255552,0.0,1.0,20,0.0,0.0,0.0
2020-01-01T11:00:00Z,EB2,26.566962077584495,26.835315229883328,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T11:00:00Z,EB3,26.566962077584495,26.835315229883328,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T12:00:00Z,CB4,35.674472101021586,40.53917284206998,10.134793210517495,1.0,40,283.77420989448984,709.4355247362247,993.2097346307146
2020-01-01T12:00:00Z,EB1,17.837236050510793,18.017410152031104,0.0,1.0,20,0.0,0.0,0.0
2020-01-01T12:00:00Z,EB2,26.75585407576619,27.026115228046656,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T12:00:00Z,EB3,26.75585407576619,27.026115228046656,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T13:00:00Z,CB4,34.907456598993925,39.66756431703855,9.916891079259637,1.0,40,277.6729502192698,694.1823755481746,971.8553257674444
2020-01-01T13:00:00Z,EB1,17.453728299496962,17.630028585350466,0.0,1.0,20,0.0,0.0,0.0
2020-01-01T13:00:00Z,EB2,26.180592449245445,26.445042878025703,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T13:00:00Z,EB3,26.180592449245445,26.445042878025703,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T14:00:00Z,CB4,34.808043551282424,39.55459494463912,9.88864873615978,1.0,40,276.88216461247384,692.2054115311846,969.0875761436585
2020-01-01T14:00:00Z,EB1,17.404021775641212,17.579819975395164,0.0,1.0,20,0.0,0.0,0.0
2020-01-01T14:00:00Z,EB2,26.10603266346182,26.369729963092748,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T14:00:00Z,EB3,26.10603266346182,26.369729963092748,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T15:00:00Z,CB4,35.04798111171908,39.82725126331714,9.956812815829284,1.0,40,278.79075884322,696.9768971080499,975.76765595127
2020-01-01T15:00:00Z,EB1,17.52399055585954,17.701000561474284,0.0,1.0,20,0.0,0.0,0.0
2020-01-01T15:00:00Z,EB2,26.28598583378931,26.551500842211425,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T15:00:00Z,EB3,26.28598583378931,26.551500842211425,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T16:00:00Z,CB4,35.07052203037286,39.85286594360552,9.96321648590138,1.0,40,278.97006160523864,697.4251540130966,976.3952156183352
2020-01-01T16:00:00Z,EB1,17.53526101518643,17.712384863824674,0.0,1.0,20,0.0,0.0,0.0
2020-01-01T16:00:00Z,EB2,26.302891522779646,26.568577295737015,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T16:00:00Z,EB3,26.302891522779646,26.568577295737015,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T17:00:00Z,CB4,35.36732819870846,40.19014568035052,10.04753642008763,1.0,40,281.33101976245365,703.327549406134,984.6585691685877
2020-01-01T17:00:00Z,EB1,17.68366409935423,17.862286969044675,0.0,1.0,20,0.0,0.0,0.0
2020-01-01T17:00:00Z,EB2,26.525496149031344,26.793430453567016,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T17:00:00Z,EB3,26.525496149031344,26.793430453567016,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T18:00:00Z,CB4,34.939822783112,39.70434407171818,9.926086017929546,1.0,40,277.93040850202726,694.8260212550682,972.7564297570955
2020-01-01T18:00:00Z,EB1,17.469911391556,17.646375142985857,0.0,1.0,20,0.0,0.0,0.0
2020-01-01T18:00:00Z,EB2,26.204867087334,26.46956271447879,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T18:00:00Z,EB3,26.204867087334,26.46956271447879,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T19:00:00Z,CB4,34.59162850327275,39.30866875371903,9.827167188429758,1.0,40,275.16068127603324,687.901703190083,963.0623844661163
2020-01-01T19:00:00Z,EB1,17.295814251636376,17.47051944609735,0.0,1.0,20,0.0,0.0,0.0
2020-01-01T19:00:00Z,EB2,25.943721377454565,26.205779169146027,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T19:00:00Z,EB3,25.943721377454565,26.205779169146027,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T20:00:00Z,CB4,35.422554097184836,40.25290238316459,10.063225595791147,1.0,40,281.7703166821521,704.4257917053803,986.1961083875324
2020-01-01T20:00:00Z,EB1,17.711277048592418,17.89017883696204,0.0,1.0,20,0.0,0.0,0.0
2020-01-01T20:00:00Z,EB2,26.56691557288863,26.835268255443058,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T20:00:00Z,EB3,26.56691557288863,26.835268255443058,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T21:00:00Z,CB4,34.65962671353395,39.38593944719767,9.846484861799418,1.0,40,275.7015761303837,689.2539403259592,964.9555164563429
2020-01-01T21:00:00Z,EB1,17.329813356766977,17.5048619765323,0.0,1.0,20,0.0,0.0,0.0
2020-01-01T21:00:00Z,EB2,25.994720035150465,26.25729296479845,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T21:00:00Z,EB3,25.994720035150465,26.25729296479845,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T22:00:00Z,CB4,34.24268641767864,38.912143656453004,9.728035914113251,1.0,40,272.38500559517104,680.9625139879275,953.3475195830986
2020-01-01T22:00:00Z,EB1,17.12134320883932,17.294286069534667,0.0,1.0,20,0.0,0.0,0.0
2020-01-01T22:00:00Z,EB2,25.68201481325898,25.941429104302,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T22:00:00Z,EB3,25.68201481325898,25.941429104302,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T23:00:00Z,CB4,33.56167190910412,38.138263533072866,9.534565883268217,1.0,40,266.96784473151007,667.4196118287751,934.3874565602853
2020-01-01T23:00:00Z,EB1,16.78083595455206,16.950339348032383,0.0,1.0,20,0.0,0.0,0.0
2020-01-01T23:00:00Z,EB2,25.171253931828094,25.42550902204858,0.0,1.0,30,0.0,0.0,0.0
2020-01-01T23:00:00Z,EB3,25.171253931828094,25.42550902204858,0.0,1.0,30,0.0,0.0,0.0
2020-01-02T00:00:00Z,CB4,33.68952243945932,38.28354822665831,9.570887056664578,1.0,40,267.9848375866082,669.9620939665205,937.9469315531287
