timestamp_utc,total_heat_MW,unserved_MW,CB1_MW,CB2_MW,CB3_MW,CB4_MW
2020-01-01T00:00:00Z,115.92873006281769,0.0,23.008755584986716,22.123803447102613,35.39808551536418,35.39808551536418
2020-01-01T01:00:00Z,115.19624595693398,0.0,22.863377060154836,21.984016403995035,35.17442624639205,35.17442624639205
2020-01-01T02:00:00Z,116.10288768461601,0.0,23.04332121984745,22.157039634468703,35.451263415149924,35.451263415149924
2020-01-01T03:00:00Z,117.71015764593228,0.0,23.36232136484152,22.46377054311685,35.942032868986956,35.942032868986956
2020-01-01T04:00:00Z,116.259975592669,0.0,23.07449897259079,22.187018242875762,35.49922918860122,35.49922918860122
2020-01-01T05:00:00Z,116.8471664152968,0.0,23.19104066257799,22.299077560171146,35.67852409627383,35.67852409627383
2020-01-01T06:00:00Z,118.37314273501428,0.0,23.493906191682225,22.590294415079065,36.1444710641265,36.1444710641265
2020-01-01T07:00:00Z,118.60142621363576,1.4210854715202004e-14,23.53921436301168,22.63385996443431,36.214175943094894,36.214175943094894
2020-01-01T08:00:00Z,118.30546431907572,0.0,23.48047383432037,22.577378686846515,36.12380589895442,36.12380589895442
2020-01-01T09:00:00Z,120.68005486100014,0.0,23.951766613633616,23.030544820801556,36.848871713282485,36.848871713282485
2020-01-01T10:00:00Z,120.05841384951349,0.0,23.82838748158283,22.91191103998349,36.659057663973584,36.659057663973584
2020-01-01T11:00:00Z,120.6297175812698,0.0,23.941776008496298,23.02093846970798,36.83350155153276,36.83350155153276
2020-01-01T12:00:00Z,121.48739894986124,0.0,24.11200284501063,23.18461812020253,37.09538899232405,37.09538899232405
2020-01-01T13:00:00Z,118.8753709980056,0.0,23.59358508357363,22.686139503436184,36.29782320549789,36.29782320549789
2020-01-01T14:00:00Z,118.53682548136985,0.0,23.526392843630656,22.621531580414093,36.19445052866255,36.19445052866255
2020-01-01T15:00:00Z,119.35391928573733,0.0,23.6885641330471,22.77746551254529,36.44394482007247,36.44394482007247
2020-01-01T16:00:00Z,119.43068111053556,0.0,23.703799304381103,22.79211471575106,36.4673835452017,36.4673835452017
2020-01-01T17:00:00Z,120.44143774573557,0.0,23.904407491520033,22.98500720338465,36.77601152541544,36.77601152541544
2020-01-01T18:00:00Z,118.98559220916474,0.0,23.6154610491472,22.707174085718464,36.331478537149536,36.331478537149536
2020-01-01T19:00:00Z,117.79983626393022,0.0,23.3801201745205,22.48088478319279,35.96941565310846,35.96941565310846
2020-01-01T20:00:00Z,120.6295064224511,1.4210854715202004e-14,23.941734099112434,23.020898172223497,36.83343707555759,36.83343707555759
2020-01-01T21:00:00Z,118.03140032672798,0.0,23.42607945415975,22.52507639823053,36.04012223716885,36.04012223716885
2020-01-01T22:00:00Z,116.61153370845231,0.0,23.144273865799693,22.25410948634586,35.60657517815338,35.60657517815338
2020-01-01T23:00:00Z,114.29237728030532,0.0,22.683983277007158,21.811522381737653,34.89843581078025,34.89843581078025
2020-01-02T00:00:00Z,114.72776503722092,0.0,22.770396114257586,21.894611648324606,35.031378637319364,35.031378637319364
2020-01-02T01:00:00Z,115.48369734329631,0.0,22.920428480348882,22.038873538797006,35.26219766207521,35.26219766207521
2020-01-02T02:00:00Z,114.02800458822142,0.0,22.631512361021045,21.761069577904852,34.81771132464776,34.81771132464776
2020-01-02T03:00:00Z,116.37989187548064,0.0,23.098299150858754,22.209903029671878,35.535844847475005,35.535844847475005
2020-01-02T04:00:00Z,115.8328998423901,0.0,22.98973584658124,22.10551523709735,35.36882437935576,35.36882437935576
2020-01-02T05:00:00Z,116.77975509897423,0.0,23.177661317353664,22.286212805147755,35.657940488236406,35.657940488236406
2020-01-02T06:00:00Z,115.83165536218006,0.0,22.989488850509016,22.105277740874055,35.36844438539849,35.36844438539849
2020-01-02T07:00:00Z,119.87826710344889,0.0,23.792633165570006,22.877531889971163,36.60405102395386,36.60405102395386
2020-01-02T08:00:00Z,118.84745472293918,0.0,23.58804444882762,22.68081197002656,36.289299152042496,36.289299152042496
2020-01-02T09:00:00Z,118.75926839330826,0.0,23.570541818519196,22.66398251780692,36.26237202849107,36.26237202849107
2020-01-02T10:00:00Z,121.60950820133164,0.0,24.136238268966583,23.207921412467872,37.132674259948594,37.132674259948594
2020-01-02T11:00:00Z,119.71456367659962,0.0,23.760142409096108,22.84629077797703,36.554065244763244,36.554065244763244
2020-01-02T12:00:00Z,121.44728528854625,0.0,24.104041354978644,23.17696284132562,37.083140546120994,37.083140546120994
2020-01-02T13:00:00Z,118.81914917596058,0.0,23.58242655400744,22.67541014808408,36.280656236934526,36.280656236934526
2020-01-02T14:00:00Z,119.01535294896422,0.0,23.621367760863127,22.71285361621455,36.34056578594328,36.34056578594328
2020-01-02T15:00:00Z,120.26511663919075,0.0,23.869412462740147,22.951358137250143,36.72217301960023,36.72217301960023
2020-01-02T16:00:00Z,121.54366888001073,0.0,24.12317092275022,23.195356656490596,37.11257065038495,37.11257065038495
2020-01-02T17:00:00Z,120.26989124229678,0.0,23.870360093890962,22.952269321049005,36.723630913678406,36.723630913678406
2020-01-02T18:00:00Z,119.93704465643442,0.0,23.804298939445,22.88874898023558,36.62199836837692,36.62199836837692
