unit_id,annual_heat_GWh,annual_fuel_MWh,annual_co2_tonnes,annual_fuel_cost_nzd,annual_carbon_cost_nzd,annual_total_cost_nzd,annual_operational_cost_nzd,annual_penalty_cost_nzd,annual_system_cost_nzd,avg_cost_nzd_per_MWh_heat,avg_operational_cost_nzd_per_MWh_heat,unserved_MWh,unserved_penalty_cost_nzd,reserve_shortfall_MWh,reserve_penalty_cost_nzd,total_penalty_cost_nzd,unserved_MW,unserved_cost_nzd,reserve_shortfall_MW
CB1,37.95831916363433,48664.51174824913,12166.127937062283,340651.58223774395,364983.83811186854,705635.4203496125,705635.4203496125,,0.0,18.58974358974359,18.58974358974359,,,,,,0.0,,
CB2,127.00578072208174,158757.22590260216,39689.30647565054,1111300.5813182152,1190679.1942695163,2301979.7755877315,2301979.7755877315,,0.0,18.125,18.125,,,,,,0.0,,
CB3,309.39590011428396,359762.6745514929,89940.66863787323,2518338.7218604507,2698220.059136197,5216558.780996648,5216558.780996648,,0.0,16.86046511627907,16.86046511627907,,,,,,0.0,,
CB4,344.64,391636.36363636365,97909.09090909091,2741454.5454545454,2937272.727272727,5678727.2727272725,5678727.2727272725,,0.0,16.477272727272727,16.477272727272727,,,,,,0.0,,
SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,819.0,958820.7758387079,239705.19395967698,6711745.430870956,7191155.818790309,13902901.249661263,13902901.249661263,,,16.975459401295804,16.975459401295804,0.0,0.0,0.0,0.0,0.0,0.0,,
