timestamp_utc,epoch,baseline_import_mw,incremental_demand_mw,grid_import_mw,shed_mw,headroom_mw,headroom_remaining_mw,tariff_nzd_per_mwh,tariff_effective_nzd_per_mwh,capacity_mw,reserve_margin_mw
2035-01-01T00:00:00Z,2035,23.454014,0.0,23.454014,0.0,9.795986,9.795986,136.0,136.0,33.25,0.0
2035-01-01T01:00:00Z,2035,22.666842,0.0,22.666842,0.0,10.583158,10.583158,136.0,136.0,33.25,0.0
2035-01-01T02:00:00Z,2035,22.61187,0.0,22.61187,0.0,10.63813,10.63813,136.0,136.0,33.25,0.0
2035-01-01T03:00:00Z,2035,22.726065,0.0,22.726065,0.0,10.523935,10.523935,136.0,136.0,33.25,0.0
2035-01-01T04:00:00Z,2035,23.288528,0.0,23.288528,0.0,9.961472,9.961472,136.0,136.0,33.25,0.0
2035-01-01T05:00:00Z,2035,24.421025,0.0,24.421025,0.0,8.828975,8.828975,136.0,136.0,33.25,0.0
2035-01-01T06:00:00Z,2035,24.80452,0.0,24.80452,0.0,8.44548,8.44548,176.0,176.0,33.25,0.0
2035-01-01T07:00:00Z,2035,24.979535,0.0,24.979535,0.0,8.270465,8.270465,216.0,216.0,33.25,0.0
2035-01-01T08:00:00Z,2035,23.711389,0.0,23.711389,0.0,9.538611,9.538611,216.0,216.0,33.25,0.0
2035-01-01T09:00:00Z,2035,23.190589,0.0,23.190589,0.0,10.059411,10.059411,216.0,216.0,33.25,0.0
2035-01-01T10:00:00Z,2035,23.089988,0.0,23.089988,0.0,10.160012,10.160012,176.0,176.0,33.25,0.0
2035-01-01T11:00:00Z,2035,22.941311,0.0,22.941311,0.0,10.308689,10.308689,176.0,176.0,33.25,0.0
2035-01-01T12:00:00Z,2035,22.900211,0.0,22.900211,0.0,10.349789,10.349789,176.0,176.0,33.25,0.0
2035-01-01T13:00:00Z,2035,23.051885,0.0,23.051885,0.0,10.198115,10.198115,176.0,176.0,33.25,0.0
2035-01-01T14:00:00Z,2035,23.993454,0.0,23.993454,0.0,9.256546,9.256546,176.0,176.0,33.25,0.0
2035-01-01T15:00:00Z,2035,25.268517,0.0,25.268517,0.0,7.981483,7.981483,176.0,176.0,33.25,0.0
2035-01-01T16:00:00Z,2035,25.450161,0.0,25.450161,0.0,7.799839,7.799839,176.0,176.0,33.25,0.0
2035-01-01T17:00:00Z,2035,25.174371,0.0,25.174371,0.0,8.075629,8.075629,216.0,216.0,33.25,0.0
2035-01-01T18:00:00Z,2035,24.664664,0.0,24.664664,0.0,8.585336,8.585336,216.0,216.0,33.25,0.0
2035-01-01T19:00:00Z,2035,25.132436,0.0,25.132436,0.0,8.117564,8.117564,216.0,216.0,33.25,0.0
2035-01-01T20:00:00Z,2035,24.948871,0.0,24.948871,0.0,8.301129,8.301129,176.0,176.0,33.25,0.0
2035-01-01T21:00:00Z,2035,24.901667,0.0,24.901667,0.0,8.348333,8.348333,176.0,176.0,33.25,0.0
2035-01-01T22:00:00Z,2035,24.528733,0.0,24.528733,0.0,8.721267,8.721267,136.0,136.0,33.25,0.0
2035-01-01T23:00:00Z,2035,24.502206,0.0,24.502206,0.0,8.747794,8.747794,136.0,136.0,33.25,0.0
2035-01-02T00:00:00Z,2035,24.21119,0.0,24.21119,0.0,9.03881,9.03881,136.0,136.0,33.25,0.0
2035-01-02T01:00:00Z,2035,24.053103,0.0,24.053103,0.0,9.196897,9.196897,136.0,136.0,33.25,0.0
2035-01-02T02:00:00Z,2035,23.38882,0.0,23.38882,0.0,9.86118,9.86118,136.0,136.0,33.25,0.0
2035-01-02T03:00:00Z,2035,22.803061,0.0,22.803061,0.0,10.446939,10.446939,136.0,136.0,33.25,0.0
2035-01-02T04:00:00Z,2035,23.189516,0.0,23.189516,0.0,10.060484,10.060484,136.0,136.0,33.25,0.0
2035-01-02T05:00:00Z,2035,24.363161,0.0,24.363161,0.0,8.886839,8.886839,136.0,136.0,33.25,0.0
2035-01-02T06:00:00Z,2035,24.820074,0.0,24.820074,0.0,8.429926,8.429926,176.0,176.0,33.25,0.0
2035-01-02T07:00:00Z,2035,25.029424,0.0,25.029424,0.0,8.220576,8.220576,216.0,216.0,33.25,0.0
