unit_id,annual_heat_GWh,annual_fuel_MWh,annual_co2_tonnes,annual_fuel_cost_nzd,annual_carbon_cost_nzd,annual_total_cost_nzd,annual_operational_cost_nzd,annual_penalty_cost_nzd,annual_system_cost_nzd,avg_cost_nzd_per_MWh_heat,avg_operational_cost_nzd_per_MWh_heat,unserved_MWh,unserved_penalty_cost_nzd,reserve_shortfall_MWh,reserve_penalty_cost_nzd,total_penalty_cost_nzd,unserved_MW,unserved_cost_nzd,reserve_shortfall_MW,online_cost_nzd
BB1,272.26897467132676,320316.44078979624,1889.8670006597977,13453290.513171442,170088.0300593818,13623378.543230824,13623378.543230824,,0.0,50.036470588235304,50.036470588235304,,,,,,,0.0,,
EB1,136.30721570196494,137684.05626461108,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,,
EB2,204.14263738776245,206204.6842300631,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,,
EB3,203.61462143437444,205671.3347821964,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,,
UNSERVED,2.6665508045713158,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,2666.550804571316,0.0,,
SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2666.5508045713163,0.0,0.0,0.0,0.0,2666.5508045713163,0.0,0.0,
TOTAL,819.0,869876.5160666669,1889.8670006597977,13453290.513171442,170088.0300593818,13623378.543230824,13623378.543230824,0.0,0.0,16.634161835446672,16.634161835446672,2666.5508045713163,0.0,0.0,0.0,0.0,2666.5508045713163,0.0,0.0,0.0
