unit_id,annual_heat_GWh,annual_fuel_MWh,annual_co2_tonnes,annual_fuel_cost_nzd,annual_carbon_cost_nzd,var_om_cost_nzd,fixed_on_cost_nzd,startup_cost_nzd,annual_total_cost_nzd,annual_operational_cost_nzd,annual_penalty_cost_nzd,annual_system_cost_nzd,avg_cost_nzd_per_MWh_heat,avg_operational_cost_nzd_per_MWh_heat,unserved_MW,unserved_cost_nzd,reserve_shortfall_MW,reserve_penalty_cost_nzd,online_cost_nzd,hours_reserve_shortfall_gt_0,p95_reserve_shortfall_MW,avg_online_units,avg_online_headroom_MW,avg_online_units_peak_season,avg_online_units_low_season
EB1,105.84000000000002,106909.09090909091,0.0,0.0,0.0,0.0,10800.0,1500.0,12300.0,12300.0,0.0,0.0,0.11621315192743763,0.11621315192743763,0.0,0.0,0.0,0.0,0.0,,,,,,
EB2,257.544,260145.45454545453,0.0,0.0,0.0,0.0,17520.0,500.0,18020.0,18020.0,0.0,0.0,0.06996862672009443,0.06996862672009443,0.0,0.0,0.0,0.0,0.0,,,,,,
EB3,177.1056,178894.54545454544,0.0,0.0,0.0,0.0,12048.0,1000.0,13048.0,13048.0,0.0,0.0,0.07367355972933662,0.07367355972933662,0.0,0.0,0.0,0.0,0.0,,,,,,
EB4,273.6858448988116,276450.348382638,0.0,0.0,0.0,0.0,17520.0,500.0,18020.0,18020.0,0.0,0.0,0.06584191450114067,0.06584191450114067,0.0,0.0,0.0,0.0,0.0,,,,,,
SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241227755.0594141,0.0,241227755.0594141,,0.0,0.0,4824.555101188282,241227755.0594141,0.0,0.0,,,,,,,
TOTAL,814.1754448988115,822399.4392917289,0.0,0.0,0.0,0.0,57888.0,3500.0,242736343.0594141,1508588.0,241227755.0594141,242674955.0594141,298.1376367713745,1.8529028472327513,4824.555101188282,241227755.0594141,0.0,0.0,1447200.0,0.0,0.0,3.304109589041096,0.0,4.0,2.252032520325203
