unit_id,annual_heat_GWh,annual_fuel_MWh,annual_co2_tonnes,annual_fuel_cost_nzd,annual_carbon_cost_nzd,annual_total_cost_nzd,annual_operational_cost_nzd,annual_penalty_cost_nzd,annual_system_cost_nzd,avg_cost_nzd_per_MWh_heat,avg_operational_cost_nzd_per_MWh_heat,unserved_MWh,unserved_penalty_cost_nzd,reserve_shortfall_MWh,reserve_penalty_cost_nzd,total_penalty_cost_nzd,unserved_MW,unserved_cost_nzd,reserve_shortfall_MW
CB1,37.87282597919982,48554.90510153822,12138.726275384555,339884.33571076754,364161.7882615367,704046.1239723042,704046.1239723042,,0.0,18.589743589743588,18.589743589743588,,,,,,0.0,,
CB2,119.14465399177607,148930.81748972007,37232.70437243002,1042515.7224280406,1116981.1311729006,2159496.853600941,2159496.853600941,,0.0,18.125,18.125,,,,,,0.0,,
CB3,310.6225200290241,361188.976777935,90297.24419448375,2528322.837445545,2708917.3258345127,5237240.163280058,5237240.163280058,,0.0,16.86046511627907,16.86046511627907,,,,,,0.0,,
CB4,351.36,399272.72727272724,99818.18181818181,2794909.090909091,2994545.454545454,5789454.545454545,5789454.545454545,,0.0,16.477272727272727,16.477272727272727,,,,,,0.0,,
SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,819.0,957947.4266419206,239486.85666048015,6705631.986493444,7184605.699814404,13890237.686307847,13890237.686307847,,,16.95999717497906,16.95999717497906,0.0,0.0,0.0,0.0,0.0,0.0,,
