unit_id,annual_heat_GWh,annual_fuel_MWh,annual_co2_tonnes,annual_fuel_cost_nzd,annual_carbon_cost_nzd,annual_total_cost_nzd,annual_operational_cost_nzd,annual_penalty_cost_nzd,annual_system_cost_nzd,avg_cost_nzd_per_MWh_heat,avg_operational_cost_nzd_per_MWh_heat,unserved_MWh,unserved_penalty_cost_nzd,reserve_shortfall_MWh,reserve_penalty_cost_nzd,total_penalty_cost_nzd,unserved_MW,unserved_cost_nzd,reserve_shortfall_MW
CB2,119.35258518943142,149190.7314867893,37297.682871697325,1044335.120407525,2237860.9723018394,3282196.0927093644,3282196.0927093644,,0.0,27.5,27.5,,,,,,0.0,,
CB3,310.3479054653269,360869.657517822,90217.4143794555,2526087.602624754,5413044.86276733,7939132.465392085,7939132.465392085,,0.0,25.581395348837212,25.581395348837212,,,,,,0.0,,
CB4,350.4,398181.8181818182,99545.45454545454,2787272.7272727275,5972727.2727272725,8760000.0,8760000.0,,0.0,25.0,25.0,,,,,,0.0,,
EB1,29.90375137008615,30205.809464733487,0.0,4024723.352643107,0.0,4024723.352643107,4024723.352643107,,0.0,134.5892461060651,134.5892461060651,,,,,,0.0,,
SYSTEM,0.0,0.0,0.0,0.0,0.0,89957579.75155544,0.0,89957579.75155544,89957579.75155544,0.0,0.0,8995.757975155544,89957579.75155544,0.0,0.0,89957579.75155544,8995.757975155544,89957579.75155544,0.0
TOTAL,810.0042420248445,938448.016651163,227060.55179660738,10382418.802948114,13623633.107796442,113963631.66229999,24006051.910744555,,,140.69510472860523,29.636945913683547,8995.757975155544,89957579.75155544,0.0,0.0,89957579.75155544,8995.757975155544,,
