unit_id,annual_heat_GWh,annual_fuel_MWh,annual_co2_tonnes,annual_fuel_cost_nzd,annual_carbon_cost_nzd,var_om_cost_nzd,fixed_on_cost_nzd,startup_cost_nzd,annual_total_cost_nzd,annual_operational_cost_nzd,annual_penalty_cost_nzd,annual_system_cost_nzd,avg_cost_nzd_per_MWh_heat,avg_operational_cost_nzd_per_MWh_heat,unserved_MW,unserved_cost_nzd,reserve_shortfall_MW,reserve_penalty_cost_nzd,online_cost_nzd,hours_reserve_shortfall_gt_0,p95_reserve_shortfall_MW,avg_online_units,avg_online_headroom_MW,avg_online_units_peak_season,avg_online_units_low_season
CB2,83.40225927387486,104252.82409234358,26063.206023085895,729769.7686464051,1563792.3613851536,0.0,24120.0,10000.0,2327682.1300315587,2327682.1300315587,0.0,0.0,27.90910162742663,27.90910162742663,0.0,0.0,0.0,0.0,0.0,,,,,,
CB3,275.17760153973694,319973.95527876395,79993.48881969099,2239817.6869513476,4799609.329181459,0.0,42840.0,5000.0,7087267.016132806,7087267.016132806,0.0,0.0,25.755246707858856,25.755246707858856,0.0,0.0,0.0,0.0,0.0,,,,,,
CB4,288.3697538729081,327692.90212830465,81923.22553207616,2293850.314898133,4915393.53192457,0.0,37200.0,5000.0,7251443.846822703,7251443.846822703,0.0,0.0,25.1463398967237,25.1463398967237,0.0,0.0,0.0,0.0,0.0,,,,,,
EB1,171.696,173430.30303030304,0.0,0.0,0.0,0.0,17520.0,500.0,18020.0,18020.0,0.0,0.0,0.10495294008014165,0.10495294008014165,0.0,0.0,0.0,0.0,0.0,,,,,,
SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17719265.67400541,0.0,17719265.67400541,,0.0,0.0,354.38531348010815,17719265.67400541,0.0,0.0,,,,,,,
TOTAL,818.6456146865199,925349.9845297153,187979.92037485304,5263437.770495886,11278795.222491182,0.0,121680.0,20500.0,35883278.66699248,18164012.992987067,17719265.67400541,19198865.67400541,43.83249360070547,22.187882848358658,354.38531348010815,17719265.67400541,0.0,0.0,1479600.0,0.0,0.0,3.378082191780822,0.0,4.0,2.5284552845528454
