unit_id,start_timestamp_utc,end_timestamp_utc,availability
EB1,2035-07-08T00:00:00Z,2035-07-10T00:00:00Z,0
EB2,2035-07-15T00:00:00Z,2035-07-17T00:00:00Z,0
EB3,2035-07-16T00:00:00Z,2035-07-19T00:00:00Z,0
BB1,2035-07-22T00:00:00Z,2035-07-29T00:00:00Z,0
