unit_id,start_timestamp_utc,end_timestamp_utc,availability
EB1,2035-07-02T00:00:00Z,2035-07-05T00:00:00Z,0
EB2,2035-07-09T00:00:00Z,2035-07-12T00:00:00Z,0
EB3,2035-07-16T00:00:00Z,2035-07-19T00:00:00Z,0
EB4,2035-07-23T00:00:00Z,2035-07-26T00:00:00Z,0
