unit_id,annual_heat_GWh,annual_fuel_MWh,annual_co2_tonnes,annual_fuel_cost_nzd,annual_carbon_cost_nzd,annual_total_cost_nzd,annual_operational_cost_nzd,annual_penalty_cost_nzd,annual_system_cost_nzd,avg_cost_nzd_per_MWh_heat,avg_operational_cost_nzd_per_MWh_heat,unserved_MWh,unserved_penalty_cost_nzd,reserve_shortfall_MWh,reserve_penalty_cost_nzd,total_penalty_cost_nzd,unserved_MW,unserved_cost_nzd,reserve_shortfall_MW
CB1,157.5,201923.07692307694,50480.769230769234,1413461.5384615385,1514423.076923077,2927884.6153846155,2927884.6153846155,,0.0,18.58974358974359,18.58974358974359,,,,,,,,
CB2,157.5,196875.0,49218.75,1378125.0,1476562.5,2854687.5,2854687.5,,0.0,18.125,18.125,,,,,,,,
CB3,252.0,293023.2558139535,73255.81395348838,2051162.7906976745,2197674.4186046515,4248837.209302326,4248837.209302326,,0.0,16.86046511627907,16.86046511627907,,,,,,,,
CB4,252.0,286363.63636363635,71590.90909090909,2004545.4545454546,2147727.272727273,4152272.7272727275,4152272.7272727275,,0.0,16.477272727272727,16.477272727272727,,,,,,,,
SYSTEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,819.0,978184.9691006668,244546.2422751667,6847294.783704668,7336387.268255001,14183682.051959667,14183682.051959667,,,17.318293103735858,17.318293103735858,0.0,0.0,0.0,0.0,0.0,,,
