unit_id,annual_heat_GWh,annual_fuel_MWh,annual_co2_tonnes,annual_fuel_cost_nzd,annual_carbon_cost_nzd,annual_total_cost_nzd,annual_operational_cost_nzd,annual_penalty_cost_nzd,annual_system_cost_nzd,avg_cost_nzd_per_MWh_heat,avg_operational_cost_nzd_per_MWh_heat,unserved_MWh,unserved_penalty_cost_nzd,reserve_shortfall_MWh,reserve_penalty_cost_nzd,total_penalty_cost_nzd,unserved_MW,unserved_cost_nzd,reserve_shortfall_MW,online_cost_nzd
BB1,231.9897986700205,272929.17490590643,1610.282131944848,11463025.34604807,144925.39187503632,11607950.737923106,11607950.737923106,0.0,0.0,50.03647058823529,50.03647058823529,0.0,0.0,0.0,0.0,0.0,,0.0,,
EB1,176.44779264700546,178230.0935828338,0.0,19605310.294111717,0.0,19605310.294111717,19605310.294111717,0.0,0.0,111.1111111111111,111.1111111111111,0.0,0.0,0.0,0.0,0.0,,0.0,,
EB2,205.545212318181,207621.42658402122,0.0,22838356.924242333,0.0,22838356.924242333,22838356.924242333,0.0,0.0,111.1111111111111,111.1111111111111,0.0,0.0,0.0,0.0,0.0,,0.0,,
EB3,205.017196364793,207088.07713615455,0.0,22779688.484977,0.0,22779688.484977,22779688.484977,0.0,0.0,111.11111111111111,111.11111111111111,0.0,0.0,0.0,0.0,0.0,,0.0,,
UNSERVED,2.9046987037872896e-14,0.0,0.0,0.0,0.0,5.809397407574579e-07,0.0,5.809397407574579e-07,0.0,20000.0,20000.0,2.9046987037872896e-11,5.809397407574579e-07,0.0,0.0,5.809397407574579e-07,2.9046987037872896e-11,5.809397407574579e-07,,
SYSTEM,0.0,0.0,0.0,0.0,0.0,5.809397407574579e-07,0.0,5.809397407574579e-07,,0.0,0.0,2.9046987037872896e-11,5.809397407574579e-07,0.0,0.0,5.809397407574579e-07,2.9046987037872896e-11,5.809397407574579e-07,0.0,
TOTAL,819.0,865868.7722089159,1610.282131944848,76686381.04937911,144925.39187503632,76831306.44125532,76831306.44125473,5.809397407574579e-07,5.809397407574579e-07,93.81111897589172,93.811118975891,2.9046987037872896e-11,5.809397407574579e-07,0.0,0.0,5.809397407574579e-07,2.9046987037872896e-11,5.809397407574579e-07,0.0,0.0
