timestamp_utc,total_heat_MW,CB4_MW,EB1_MW,EB2_MW,EB3_MW
2028-01-01T00:00:00Z,107.12578143828853,35.70859381276284,17.85429690638142,26.781445359572135,26.781445359572135
2028-01-01T01:00:00Z,106.44891788434988,35.48297262811663,17.741486314058314,26.61222947108747,26.61222947108747
2028-01-01T02:00:00Z,107.28671455054183,35.762238183513944,17.881119091756972,26.82167863763546,26.82167863763546
2028-01-01T03:00:00Z,108.77193784674284,36.25731261558094,18.12865630779047,27.19298446168571,27.19298446168571
2028-01-01T04:00:00Z,107.4318741231134,35.81062470770446,17.90531235385223,26.85796853077835,26.85796853077835
2028-01-01T05:00:00Z,107.97447711456608,35.99149237152203,17.995746185761014,26.99361927864152,26.99361927864152
2028-01-01T06:00:00Z,109.38457973207494,36.46152657735831,18.230763288679157,27.34614493301874,27.34614493301874
2028-01-01T07:00:00Z,109.59552870066562,36.531842900221875,18.265921450110937,27.398882175166406,27.398882175166406
2028-01-01T08:00:00Z,109.3220404185675,36.4406801395225,18.22034006976125,27.330510104641874,27.330510104641874
2028-01-01T09:00:00Z,111.51631846562088,37.17210615520696,18.58605307760348,27.879079616405225,27.879079616405225
2028-01-01T10:00:00Z,110.94188123083438,36.98062707694479,18.490313538472396,27.735470307708596,27.735470307708596
2028-01-01T11:00:00Z,111.46980350402625,37.15660116800875,18.578300584004374,27.86745087600656,27.86745087600656
2028-01-01T12:00:00Z,112.26235757397622,37.42078585799207,18.710392928996036,28.065589393494054,28.065589393494054
2028-01-01T13:00:00Z,109.84867172294028,36.616223907646756,18.308111953823378,27.46216793073507,27.46216793073507
2028-01-01T14:00:00Z,109.53583336956244,36.51194445652081,18.255972228260404,27.38395834239061,27.38395834239061
2028-01-01T15:00:00Z,110.29088185714458,36.76362728571486,18.38181364285743,27.572720464286146,27.572720464286146
2028-01-01T16:00:00Z,110.36181483865556,36.787271612885185,18.393635806442592,27.59045370966389,27.59045370966389
2028-01-01T17:00:00Z,111.29582053621706,37.09860684540568,18.54930342270284,27.823955134054266,27.823955134054266
2028-01-01T18:00:00Z,109.95052338102452,36.6501744603415,18.32508723017075,27.48763084525613,27.48763084525613
2028-01-01T19:00:00Z,108.8548067958474,36.284935598615796,18.142467799307898,27.21370169896185,27.21370169896185
2028-01-01T20:00:00Z,111.4696083793712,37.15653612645706,18.57826806322853,27.8674020948428,27.8674020948428
2028-01-01T21:00:00Z,109.06878724027044,36.35626241342348,18.17813120671174,27.26719681006761,27.26719681006761
2028-01-01T22:00:00Z,107.75673697509022,35.91891232503007,17.959456162515036,26.939184243772555,26.939184243772555
2028-01-01T23:00:00Z,105.61368369995938,35.204561233319794,17.602280616659897,26.40342092498985,26.40342092498985
