epoch_tag,strategy_id,strategy_label,future_id,selected_upgrade_name,selected_capacity_MW,annualised_upgrade_cost_nzd,annual_incremental_MWh,annual_shed_MWh,shed_fraction,annual_shed_cost_nzd,total_cost_nzd,n_hours_binding,unserved_peak_MW
2035_BB,S_AUTO,Auto-select upgrade (min cost),62,fonterra_opt3_N_plus97MW,97.0,8961051.235826228,576930.2281758282,0.0,0.0,0.0,8961051.235826228,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),63,fonterra_opt3_N_plus97MW,97.0,6337442.408716713,569814.9530081921,0.0,0.0,0.0,6337442.408716713,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),64,fonterra_opt3_N_plus97MW,97.0,5835564.166476622,592939.5973030096,0.0,0.0,0.0,5835564.166476622,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),65,fonterra_opt3_N_plus97MW,97.0,4507054.797643535,597683.1140814336,0.0,0.0,0.0,4507054.797643535,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),66,fonterra_opt3_N_plus97MW,97.0,7754139.182021149,648675.9194494926,0.0,0.0,0.0,7754139.182021149,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),67,fonterra_opt3_N_plus97MW,97.0,6977438.4287851695,589381.9597191915,0.0,0.0,0.0,6977438.4287851695,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),68,fonterra_opt3_N_plus97MW,97.0,5576587.043532141,572779.6509947072,0.0,0.0,0.0,5576587.043532141,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),69,fonterra_opt3_N_plus97MW,97.0,5364387.1497756755,571000.8322027982,0.0,0.0,0.0,5364387.1497756755,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),70,fonterra_opt3_N_plus97MW,97.0,4634098.833782627,602426.6308598578,0.0,0.0,0.0,4634098.833782627,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),71,fonterra_opt3_N_plus97MW,97.0,5152095.009780223,626144.2147519782,0.0,0.0,0.0,5152095.009780223,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),72,fonterra_opt3_N_plus97MW,97.0,6706787.963597997,585824.3221353734,0.0,0.0,0.0,6706787.963597997,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),73,fonterra_opt3_N_plus97MW,97.0,6674573.061137301,552026.7650891019,0.0,0.0,0.0,6674573.061137301,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),74,fonterra_opt3_N_plus97MW,97.0,5323513.67988281,632073.6107250082,0.0,0.0,0.0,5323513.67988281,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),75,fonterra_opt3_N_plus97MW,97.0,6229941.996210226,643339.4630737654,0.0,0.0,0.0,6229941.996210226,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),76,fonterra_opt3_N_plus97MW,97.0,6245372.276186194,540167.9731430417,0.0,0.0,0.0,6245372.276186194,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),77,fonterra_opt3_N_plus97MW,97.0,4862525.679579037,578116.1073704343,0.0,0.0,0.0,4862525.679579037,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),78,fonterra_opt3_N_plus97MW,97.0,6476641.983347742,664685.2885766737,0.0,0.0,0.0,6476641.983347742,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),79,fonterra_opt3_N_plus97MW,97.0,4910854.322786377,616064.2415978268,0.0,0.0,0.0,4910854.322786377,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),80,fonterra_opt3_N_plus97MW,97.0,5224340.586950312,591753.7181084035,0.0,0.0,0.0,5224340.586950312,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),81,fonterra_opt3_N_plus97MW,97.0,6243917.301416721,595311.3556922216,0.0,0.0,0.0,6243917.301416721,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),82,fonterra_opt3_N_plus97MW,97.0,5183165.220275311,534238.5771700116,0.0,0.0,0.0,5183165.220275311,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),83,fonterra_opt3_N_plus97MW,97.0,6572565.49286139,617843.060389736,0.0,0.0,0.0,6572565.49286139,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),84,fonterra_opt3_N_plus97MW,97.0,5662183.167290133,584638.4429407674,0.0,0.0,0.0,5662183.167290133,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),85,fonterra_opt3_N_plus97MW,97.0,6691215.121252687,629701.8523357961,0.0,0.0,0.0,6691215.121252687,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),86,fonterra_opt3_N_plus97MW,97.0,5690586.622876331,587010.2013299796,0.0,0.0,0.0,5690586.622876331,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),87,fonterra_opt3_N_plus97MW,97.0,5251792.229070601,638003.0066980383,0.0,0.0,0.0,5251792.229070601,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),88,fonterra_opt3_N_plus97MW,97.0,6313911.231753361,549655.0066998899,0.0,0.0,0.0,6313911.231753361,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),89,fonterra_opt3_N_plus97MW,97.0,3995239.119658053,624365.395960069,0.0,0.0,0.0,3995239.119658053,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),90,fonterra_opt3_N_plus97MW,97.0,7037801.013169418,542539.7315322538,0.0,0.0,0.0,7037801.013169418,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),91,fonterra_opt3_N_plus97MW,97.0,5190477.831220443,514078.6308617093,0.0,0.0,0.0,5190477.831220443,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),92,fonterra_opt3_N_plus97MW,97.0,4124035.834337894,545504.4295187688,0.0,0.0,0.0,4124035.834337894,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),93,fonterra_opt3_N_plus97MW,97.0,7331663.986494349,640374.7650872504,0.0,0.0,0.0,7331663.986494349,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),94,fonterra_opt3_N_plus97MW,97.0,6860847.568727623,627923.0335438871,0.0,0.0,0.0,6860847.568727623,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),95,fonterra_opt3_N_plus97MW,97.0,4872412.799194073,598868.9932760397,0.0,0.0,0.0,4872412.799194073,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),96,fonterra_opt3_N_plus97MW,97.0,4754387.92942137,557956.1610621319,0.0,0.0,0.0,4754387.92942137,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),97,fonterra_opt3_N_plus97MW,97.0,7426166.06532543,579301.9865650403,0.0,0.0,0.0,7426166.06532543,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),98,fonterra_opt3_N_plus97MW,97.0,5373712.405935065,594125.4764976156,0.0,0.0,0.0,5373712.405935065,0,0.0
2035_BB,S_AUTO,Auto-select upgrade (min cost),99,fonterra_opt3_N_plus97MW,97.0,4613888.521422799,619621.8791816449,0.0,0.0,0.0,4613888.521422799,0,0.0
