future_id,EB_site_cost_nzd,BB_site_cost_nzd,EB_site_co2_tonnes,BB_site_co2_tonnes,EB_site_electricity_MWh,BB_site_electricity_MWh,EB_upgrade_name,BB_upgrade_name,EB_upgrade_cost_nzd,BB_upgrade_cost_nzd,EB_shed_fraction,BB_shed_fraction,EB_shed_MWh,BB_shed_MWh,EB_rdm_cost_nzd,BB_rdm_cost_nzd,EB_system_cost_nzd,BB_system_cost_nzd,P_elec_mult,P_biomass_mult,ETS_mult,EB_site_cost_future_nzd,BB_site_cost_future_nzd,EB_system_cost_future_nzd,BB_system_cost_future_nzd,winner_system_cost_future,winner_system_cost_future_nzd,regret_EB_future_nzd,regret_BB_future_nzd,delta_site_cost_future_nzd,delta_upgrade_cost_nzd,delta_system_cost_future_nzd
48,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,7745758.71847227,5773172.164834666,0.0,0.0,0.0,0.0,7745758.71847227,5773172.164834666,98745758.71847343,82604478.60608998,1.0167493712520614,1.0571935132249255,1.7910597513811746,92524192.78393875,78694011.97642802,100269951.50241102,84467184.14126268,BB,84467184.14126268,15802767.361148342,0.0,13830180.807510734,1972586.5536376042,15802767.361148342
49,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,7413483.235089951,5525516.171220376,0.0,0.0,0.0,0.0,7413483.235089951,5525516.171220376,98413483.23509112,82356822.6124757,0.8628129263079528,1.2750855726264596,1.5800135080277369,78515976.29402487,71120876.71223281,85929459.52911483,76646392.88345319,BB,76646392.88345319,9283066.645661637,0.0,7395099.581792057,1887967.063869575,9283066.645661637
50,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,4831895.735224568,4831895.735224568,6.356173694353968e-05,0.0,52.37255990558784,0.0,5355621.334280446,4831895.735224568,96355621.33428161,81663202.17647989,1.2636763867896903,2.0631854430203127,1.079857984050018,114994551.19786298,106228060.33793236,120350172.53214343,111059956.07315694,BB,111059956.07315694,9290216.458986491,0.0,8766490.85993062,0.0,9290216.458986491
51,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,6522001.974864054,6522001.974864054,3.850588830675808e-06,0.0,3.1281483553350142,0.0,6568924.200194079,6522001.974864054,97568924.20019524,83353308.41611937,1.115282173074717,1.2423389695897,1.1409989955316178,101490677.74980041,87148768.70738386,108059601.94999449,93670770.6822479,BB,93670770.6822479,14388831.267746583,0.0,14341909.042416558,0.0,14388831.267746583
52,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,7195177.289891704,7195177.289891704,3.830369581678786e-05,0.0,32.25797975523267,0.0,7517757.087444031,7195177.289891704,98517757.0874452,84026483.73114702,1.228251245112019,1.1637224651101743,1.5773464844819438,111770863.3051949,93679045.52371134,119288620.39263894,100874222.81360304,BB,100874222.81360304,18414397.579035893,0.0,18091817.78148356,0.0,18414397.579035893
53,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,7204892.496061356,7204892.496061356,3.965422054446781e-05,0.0,31.853514377542908,0.0,7364160.067949071,7204892.496061356,98364160.06795023,84036198.93731667,1.1894780415481234,1.469496114212727,1.0946306865082809,108242501.78088039,94585260.38953628,115606661.84882946,101790152.88559763,BB,101790152.88559763,13816508.963231832,0.0,13657241.391344115,0.0,13816508.963231832
54,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,7220404.08594386,5381607.845390158,0.0,0.0,0.0,0.0,7220404.08594386,5381607.845390158,98220404.08594503,82212914.28664547,1.0361297956299704,2.3272369962927524,1.0016970880656069,94287811.40232848,94402210.232987,101508215.48827234,99783818.07837716,BB,99783818.07837716,1724397.4098951817,0.0,-114398.83065852523,1838796.2405537022,1724397.4098951817
55,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,7183854.007799224,5354365.853813022,0.0,0.0,0.0,0.0,7183854.007799224,5354365.853813022,98183854.00780039,82185672.29506834,1.2116496750298853,1.244402518616703,1.2707274274662597,110260120.42772073,93476636.02428205,117443974.43551995,98831001.87809508,BB,98831001.87809508,18612972.557424873,0.0,16783484.403438672,1829488.1539862016,18612972.557424873
56,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,4968919.137217683,4968919.137217683,0.0,0.0,0.0,0.0,4968919.137217683,4968919.137217683,95968919.13721885,81800225.578473,0.7972435499528596,1.6741924792085188,1.7232071695165083,72549163.04571138,71439946.93841724,77518082.18292907,76408866.07563493,BB,76408866.07563493,1109216.1072941422,0.0,1109216.1072941422,0.0,1109216.1072941422
57,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,8361425.524347071,8361425.524347071,0.0,0.0,0.0,0.0,8361425.524347071,8361425.524347071,99361425.52434823,85192731.96560238,0.8691250813866148,1.795847175595903,1.39604284589879,79090382.40618311,77475418.08196777,87451807.93053018,85836843.60631484,BB,85836843.60631484,1614964.3242153376,0.0,1614964.3242153376,0.0,1614964.3242153376
58,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,9959375.918513048,7423054.851265057,0.0,0.0,0.0,0.0,9959375.918513048,7423054.851265057,100959375.9185142,84254361.29252037,0.7552648364036245,1.2407486714337723,1.2817196954581296,68729100.112731,63669394.27283192,78688476.03124404,71092449.12409697,BB,71092449.12409697,7596026.907147065,0.0,5059705.839899078,2536321.0672479915,7596026.907147065
59,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,7899368.058743064,5887662.326449831,0.0,0.0,0.0,0.0,7899368.058743064,5887662.326449831,98899368.05874422,82718968.76770514,0.9323223884799074,1.7481290038262334,0.9527165953817216,84841337.35167274,80986114.67895877,92740705.4104158,86873777.0054086,BB,86873777.0054086,5866928.405007198,0.0,3855222.672713965,2011705.7322932333,5866928.405007198
60,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,8430427.136282811,6283478.358909454,0.0,0.0,0.0,0.0,8430427.136282811,6283478.358909454,99430427.13628398,83114784.80016477,0.9585869990358036,1.353260673062987,1.3203005605703384,87231416.91225928,78226067.28196661,95661844.0485421,84509545.64087607,BB,84509545.64087607,11152298.407666028,0.0,9005349.630292669,2146948.7773733567,11152298.407666028
61,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,6117602.849167797,6117602.849167797,3.546606324685786e-05,0.0,29.6921881502694,0.0,6562985.671421838,6117602.849167797,97562985.671423,82948909.29042311,0.907838152306063,1.6254693416664256,1.8907508358160847,82613271.8598529,78119064.79747933,89176257.53127474,84236667.64664713,BB,84236667.64664713,4939589.88462761,0.0,4494207.062373564,0.0,4939589.88462761
62,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,8961051.235826228,8961051.235826228,8.568421341592378e-05,0.0,68.9703391680558,0.0,9650754.627506783,8961051.235826228,100650754.62750794,85792357.67708154,1.1451602815424282,1.6269260045005698,0.9833580204320655,104209585.62036213,93483203.952569,113860340.24786891,102444255.18839522,BB,102444255.18839522,11416085.059473693,0.0,10726381.66779314,0.0,11416085.059473693
63,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,6337442.408716713,6337442.408716713,2.980269623392808e-06,0.0,2.369341443957495,0.0,6361135.823156288,6337442.408716713,97361135.82315744,83168748.84997202,0.9456426306200264,1.5173562918715136,1.2397339826327132,86053479.38642356,79251148.23112734,92414615.20957984,85588590.63984405,BB,85588590.63984405,6826024.569735795,0.0,6802331.155296221,0.0,6826024.569735795
64,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,5835564.166476622,5835564.166476622,0.0001016319133297,0.0,84.07731011828535,0.0,6676337.267659476,5835564.166476622,97676337.26766063,82666870.60773194,0.912352729876036,1.108180425655526,1.6163956286921988,83024098.41872044,72444063.70480792,89700435.68637991,78279627.87128454,BB,78279627.87128454,11420807.815095365,0.0,10580034.713912517,0.0,11420807.815095365
65,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,6047032.376087033,4507054.797643535,0.0,0.0,0.0,0.0,6047032.376087033,4507054.797643535,97047032.3760882,81338361.23889884,1.0152770404853753,1.914704511230109,1.4422566372470629,92390210.6841703,88377101.49976474,98437243.06025735,92884156.29740828,BB,92884156.29740828,5553086.762849063,0.0,4013109.1844055653,1539977.5784434984,5553086.762849063
66,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,10403585.664607983,7754139.182021149,0.0,0.0,0.0,0.0,10403585.664607983,7754139.182021149,101403585.66460915,84585445.62327647,0.8358129035315278,1.3113968429880436,1.397023125811878,76058974.22137019,69749561.68233804,86462559.88597818,77503700.8643592,BB,77503700.8643592,8958859.021618977,0.0,6309412.539032146,2649446.4825868336,8958859.021618977
67,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,9361500.57529316,6977438.4287851695,0.0,0.0,0.0,0.0,9361500.57529316,6977438.4287851695,100361500.57529432,83808744.87004049,1.1298597271845512,1.1992137780783665,1.402489247615184,102817235.17379533,87643117.11828126,112178735.74908848,94620555.54706644,BB,94620555.54706644,17558180.202022046,0.0,15174118.055514067,2384062.1465079896,17558180.202022046
68,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,5576587.043532141,5576587.043532141,4.284357997347694e-07,0.0,0.3423825219225875,0.0,5583434.693970593,5576587.043532141,96583434.69397175,82407893.48478746,0.785147725476768,1.0399002070987984,1.1232955922682413,71448443.01838705,63293165.86366887,77031877.71235764,68869752.907201,BB,68869752.907201,8162124.805156633,0.0,8155277.154718183,0.0,8162124.805156633
69,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,5364387.149775676,5364387.149775676,0.0,0.0,0.0,0.0,5364387.149775676,5364387.149775676,96364387.14977685,82195693.59103099,1.293319310758661,1.577534456920771,1.0792992957086391,117692057.27903931,102594360.78092822,123056444.42881498,107958747.93070391,BB,107958747.93070391,15097696.49811107,0.0,15097696.498111084,0.0,15097696.49811107
70,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,6217485.018491897,4634098.833782627,0.0,0.0,0.0,0.0,6217485.018491897,4634098.833782627,97217485.01849306,81465405.27503794,1.1137796970573466,1.681057921847917,1.5217044706190703,101353952.4322197,92134992.53936079,107571437.4507116,96769091.37314342,BB,96769091.37314342,10802346.077568173,0.0,9218959.892858908,1583386.1847092696,10802346.077568173
71,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,6912470.943354502,5152095.009780223,0.0,0.0,0.0,0.0,6912470.943354502,5152095.009780223,97912470.94335566,81983401.45103554,0.8706475514839724,0.989230924490173,1.5226490532271009,79228927.18504265,68346804.61392704,86141398.12839715,73498899.62370726,BB,73498899.62370726,12642498.504689887,0.0,10882122.571115613,1760375.9335742798,12642498.504689887
72,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,6706787.963597997,6706787.963597997,0.0,0.0,0.0,0.0,6706787.963597997,6706787.963597997,97706787.96359916,83538094.40485331,0.6867820431091394,1.4926041300772095,1.6006089413821645,62497165.92293285,62135957.34112857,69203953.88653085,68842745.30472657,BB,68842745.30472657,361208.5818042755,0.0,361208.5818042755,0.0,361208.5818042755
73,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,6674573.061137301,6674573.061137301,0.0,0.0,0.0,0.0,6674573.061137301,6674573.061137301,97674573.06113847,83505879.50239262,1.1373689814994867,1.231580200569114,1.67733711565748,103500577.31645446,88543745.43988547,110175150.37759176,95218318.50102277,BB,95218318.50102277,14956831.876568988,0.0,14956831.876568988,0.0,14956831.876568988
74,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,7142460.214511822,5323513.67988281,0.0,0.0,0.0,0.0,7142460.214511822,5323513.67988281,98142460.21451299,82154820.12113813,1.0820075546636925,1.6409071086614997,1.2342395143604792,98462687.47439718,89560796.03390616,105605147.68890901,94884309.71378897,BB,94884309.71378897,10720837.975120038,0.0,8901891.44049102,1818946.5346290115,10720837.975120038
75,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,8358598.384897441,6229941.996210226,0.0,0.0,0.0,0.0,8358598.384897441,6229941.996210226,99358598.3848986,83061248.43746555,1.0923311353113108,1.189302412576176,1.2265787393823722,99402133.31333044,85056268.28818162,107760731.69822788,91286210.28439185,BB,91286210.28439185,16474521.413836032,0.0,14345865.025148824,2128656.388687215,16474521.413836032
76,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,6245372.276186194,6245372.276186194,0.0,0.0,0.0,0.0,6245372.276186194,6245372.276186194,97245372.27618736,83076678.71744151,1.1132749167030598,1.6982210374754954,1.508018511283331,101308017.4199796,92296826.85719725,107553389.6961658,98542199.13338345,BB,98542199.13338345,9011190.562782347,0.0,9011190.562782347,0.0,9011190.562782347
77,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,4862525.679579037,4862525.679579037,1.891279179776754e-06,0.0,1.5254885929608406,0.0,4877780.565508646,4862525.679579037,95877780.56550981,81693832.12083435,0.7846883056350927,1.370579582398617,1.3518925374085855,71406635.8127946,67086916.52225117,76284416.37830324,71949442.20183021,BB,71949442.20183021,4334974.176473036,0.0,4319719.29054343,0.0,4334974.176473036
78,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,8689591.212005021,6476641.983347742,0.0,0.0,0.0,0.0,8689591.212005021,6476641.983347742,99689591.21200618,83307948.42460306,0.9463513176845124,2.1372306195010498,1.4019701117078212,86117969.90929179,86426518.44318104,94807561.12129681,92903160.42652878,BB,92903160.42652878,1904400.6947680265,0.0,-308548.53388924897,2212949.228657279,1904400.6947680265
79,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,6588802.7586579295,4910854.322786377,0.0,0.0,0.0,0.0,6588802.7586579295,4910854.322786377,97588802.7586591,81742160.76404169,0.8184871496098642,1.1569242168229317,1.5049759635364373,74482330.61449881,66864439.34978698,81071133.37315674,71775293.67257336,BB,71775293.67257336,9295839.700583383,0.0,7617891.264711827,1677948.4358715527,9295839.700583383
80,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,5224340.586950312,5224340.586950312,5.225327151656774e-06,0.0,4.314125102356044,0.0,5289052.463485653,5224340.586950312,96289052.46348682,82055647.02820563,1.1668616352031078,1.3292814215980586,1.6366907793367744,106184408.80348398,91581416.16980697,111473461.26696964,96805756.75675729,BB,96805756.75675729,14667704.510212347,0.0,14602992.633677006,0.0,14667704.510212347
81,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,6243917.301416721,6243917.301416721,6.177334285293164e-05,0.0,51.30781542195679,0.0,7013534.532746073,6243917.301416721,98013534.53274724,83075223.74267204,1.046204083425652,1.1333822833796146,1.1087055414857798,95204571.5917355,81389610.49776609,102218106.12448157,87633527.79918282,BB,87633527.79918282,14584578.325298756,0.0,13814961.093969405,0.0,14584578.325298756
82,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,5183165.220275311,5183165.220275311,0.0,0.0,0.0,0.0,5183165.220275311,5183165.220275311,96183165.22027647,82014471.66153063,0.9347279685750928,2.104225728500968,1.1343785718733232,85060245.1403346,85251287.89890292,90243410.36060992,90434453.11917824,EB,90243410.36060992,0.0,191042.7585683167,-191042.7585683167,0.0,-191042.7585683167
83,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,8818290.01725589,6572565.49286139,0.0,0.0,0.0,0.0,8818290.01725589,6572565.49286139,99818290.01725705,83403871.9341167,0.7747870018073829,1.9948919472354856,0.9501854372494504,70505617.16447301,73539411.16383637,79323907.1817289,80111976.65669776,EB,79323907.1817289,0.0,788069.4749688655,-3033793.999363363,2245724.524394499,-788069.4749688655
84,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,5662183.167290133,5662183.167290133,2.1871401822591485e-07,0.0,0.1784030363576221,0.0,5663075.182471922,5662183.167290133,96663075.18247308,82493489.60854545,0.9260265726707072,1.2576307254473509,1.2886183648669365,84268418.11303551,75001566.94331676,89931493.29550743,80663750.1106069,BB,80663750.1106069,9267743.184900537,0.0,9266851.169718757,0.0,9267743.184900537
85,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,8977480.037458882,6691215.121252687,0.0,0.0,0.0,0.0,8977480.037458882,6691215.121252687,99977480.03746004,83522521.562508,0.932258594017176,1.6590284283943315,0.892877046202052,84835532.05556418,79951919.36538628,93813012.09302306,86643134.48663896,BB,86643134.48663896,7169877.6063840985,0.0,4883612.690177903,2286264.916206195,7169877.6063840985
86,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,5690586.622876331,5690586.622876331,8.567302544711946e-06,0.0,7.016620784119084,0.0,5795835.934638117,5690586.622876331,96795835.93463928,82521893.06413165,1.092616072166162,1.883414382602488,1.199198914685396,99428062.56712191,93027507.89960185,105223898.50176002,98718094.52247818,BB,98718094.52247818,6505803.979281843,0.0,6400554.667520061,0.0,6505803.979281843
87,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,7046232.86547934,5251792.229070601,0.0,0.0,0.0,0.0,7046232.86547934,5251792.229070601,98046232.8654805,82083098.67032592,1.0520093633719798,1.538136022156397,1.259171788907234,95732852.06685132,86429759.08304036,102779084.93233065,91681551.31211096,BB,91681551.31211096,11097533.620219693,0.0,9303092.983810961,1794440.6364087388,11097533.620219693
88,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,6313911.231753361,6313911.231753361,0.0,0.0,0.0,0.0,6313911.231753361,6313911.231753361,97313911.23175453,83145217.67300868,1.1837686008336572,1.5108959624895335,1.0747159909270785,107722942.67586397,94684552.87200797,114036853.90761733,100998464.10376133,BB,100998464.10376133,13038389.803856,0.0,13038389.803856,0.0,13038389.803856
89,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,5360338.711526905,3995239.119658053,0.0,0.0,0.0,0.0,5360338.711526905,3995239.119658053,96360338.71152806,80826545.56091337,0.9901362325079138,1.2442344028732668,1.2992860160399344,90102397.15822132,79030997.7192145,95462735.86974822,83026236.83887255,BB,83026236.83887255,12436499.030875668,0.0,11071399.43900682,1365099.5918688523,12436499.030875668
90,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,7037801.013169418,7037801.013169418,0.0,0.0,0.0,0.0,7037801.013169418,7037801.013169418,98037801.01317059,83869107.45442474,0.8211741518304791,1.1113985064914875,0.8855573491020606,74726847.81657477,66428062.79454,81764648.82974419,73465863.80770943,BB,73465863.80770943,8298785.022034764,0.0,8298785.022034764,0.0,8298785.022034764
91,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,5190477.831220443,5190477.831220443,0.0,0.0,0.0,0.0,5190477.831220443,5190477.831220443,96190477.83122161,82021784.27247576,1.0849433510919484,2.0376243697413536,0.8946761073334316,98729844.94936846,94250647.18776216,103920322.78058891,99441125.0189826,BB,99441125.0189826,4479197.761606306,0.0,4479197.761606306,0.0,4479197.761606306
92,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,4124035.834337894,4124035.834337894,0.0,0.0,0.0,0.0,4124035.834337894,4124035.834337894,95124035.83433905,80955342.2755932,1.1079098038150654,2.044884145408806,1.538611522458124,100819792.14717212,95925137.88782756,104943827.98151001,100049173.72216545,BB,100049173.72216545,4894654.259344563,0.0,4894654.259344563,0.0,4894654.259344563
93,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,9836758.479196357,7331663.986494349,0.0,0.0,0.0,0.0,9836758.479196357,7331663.986494349,100836758.47919752,84162970.42774966,1.0221477671336163,1.6264160207103138,1.1237744409648367,93015446.80916025,85474418.91697955,102852205.2883566,92806082.9034739,BB,92806082.9034739,10046122.384882703,0.0,7541027.892180696,2505094.4927020073,10046122.384882703
94,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,9205072.76662919,6860847.568727623,0.0,0.0,0.0,0.0,9205072.76662919,6860847.568727623,100205072.76663035,83692154.00998294,1.113118086568154,1.3274736529106468,0.9746268107606972,101293745.87770317,87959409.20205429,110498818.64433236,94820256.77078192,BB,94820256.77078192,15678561.873550445,0.0,13334336.675648883,2344225.1979015665,15678561.873550445
95,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,6537226.474768435,4872412.799194073,0.0,0.0,0.0,0.0,6537226.474768435,4872412.799194073,97537226.47476959,81703719.24044938,0.9978216800449272,1.336537888538838,1.242828891244367,90801772.88408954,80582163.5224383,97338999.35885797,85454576.32163237,BB,85454576.32163237,11884423.037225604,0.0,10219609.361651242,1664813.6755743613,11884423.037225604
96,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,4754387.92942137,4754387.92942137,0.0,0.0,0.0,0.0,4754387.92942137,4754387.92942137,95754387.92942253,81585694.37067668,1.008049043280456,1.7450084848490666,1.4746356157088043,91732462.93852267,85965129.95165816,96486850.86794403,90719517.88107952,BB,90719517.88107952,5767332.986864507,0.0,5767332.986864507,0.0,5767332.986864507
97,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,7426166.06532543,7426166.06532543,0.0,0.0,0.0,0.0,7426166.06532543,7426166.06532543,98426166.06532659,84257472.50658074,0.9736472609150968,2.037387138852972,1.029940843554483,88601900.74327497,87008426.62098469,96028066.8086004,94434592.68631011,BB,94434592.68631011,1593474.1222902834,0.0,1593474.1222902834,0.0,1593474.1222902834
98,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,7209810.920306437,5373712.405935065,0.0,0.0,0.0,0.0,7209810.920306437,5373712.405935065,98209810.9203076,82205018.84719038,0.7289156895192795,2.015376189680536,1.3272954370474364,66331327.7462556,70836994.45073375,73541138.66656204,76210706.85666882,EB,73541138.66656204,0.0,2669568.1901067793,-4505666.704478152,1836098.5143713718,-2669568.1901067793
99,91000000.00000116,76831306.44125532,0.0,1610.282131944848,827272.7272727273,592939.5973030096,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,6190369.214789087,4613888.521422799,0.0,0.0,0.0,0.0,6190369.214789087,4613888.521422799,97190369.21479025,81445194.96267812,0.8125835158106738,1.82334730872024,0.9431201998269438,73945099.93877247,74037182.16943789,80135469.15356156,78651070.69086069,BB,78651070.69086069,1484398.4627008736,0.0,-92082.23066541553,1576480.6933662882,1484398.4627008736
