future_id,selected_upgrade_name_EB,selected_upgrade_name_BB,selected_capacity_MW_EB,selected_capacity_MW_BB,annualised_upgrade_cost_nzd_EB,annualised_upgrade_cost_nzd_BB,annual_incremental_MWh_EB,annual_incremental_MWh_BB,annual_shed_MWh_EB,annual_shed_MWh_BB,shed_fraction_EB,shed_fraction_BB,annual_shed_cost_nzd_EB,annual_shed_cost_nzd_BB,total_cost_nzd_EB,total_cost_nzd_BB,n_hours_binding_EB,n_hours_binding_BB,unserved_peak_MW_EB,unserved_peak_MW_BB,epoch_tag_EB,strategy_id_EB,strategy_label_EB,epoch_tag_BB,strategy_id_BB,strategy_label_BB
70,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,6217485.018491897,4634098.833782627,840509.0909090908,602426.6308598578,0.0,0.0,0.0,0.0,0.0,0.0,6217485.018491897,4634098.833782627,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
71,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,6912470.943354502,5152095.009780223,873600.0,626144.2147519782,0.0,0.0,0.0,0.0,0.0,0.0,6912470.943354502,5152095.009780223,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
72,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,6706787.963597997,6706787.963597997,817345.4545454545,585824.3221353734,0.0,0.0,0.0,0.0,0.0,0.0,6706787.963597997,6706787.963597997,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
73,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,6674573.061137301,6674573.061137301,770190.9090909091,552026.7650891019,0.0,0.0,0.0,0.0,0.0,0.0,6674573.061137301,6674573.061137301,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
74,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,7142460.214511822,5323513.67988281,881872.7272727273,632073.6107250082,0.0,0.0,0.0,0.0,0.0,0.0,7142460.214511822,5323513.67988281,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
75,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,8358598.384897441,6229941.996210226,897590.909090909,643339.4630737654,0.0,0.0,0.0,0.0,0.0,0.0,8358598.384897441,6229941.996210226,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
76,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,6245372.276186194,6245372.276186194,753645.4545454546,540167.9731430417,0.0,0.0,0.0,0.0,0.0,0.0,6245372.276186194,6245372.276186194,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
77,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,4862525.679579037,4862525.679579037,806590.909090909,578116.1073704343,1.5254885929608406,0.0,1.891279179776754e-06,0.0,15254.885929608408,0.0,4877780.565508646,4862525.679579037,3,0,0.8333809776958105,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
78,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,8689591.212005021,6476641.983347742,927372.7272727272,664685.2885766737,0.0,0.0,0.0,0.0,0.0,0.0,8689591.212005021,6476641.983347742,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
79,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,6588802.7586579295,4910854.322786377,859536.3636363635,616064.2415978268,0.0,0.0,0.0,0.0,0.0,0.0,6588802.7586579295,4910854.322786377,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
80,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,5224340.586950312,5224340.586950312,825618.1818181818,591753.7181084035,4.314125102356044,0.0,5.225327151656774e-06,0.0,64711.87653534066,0.0,5289052.463485653,5224340.586950312,6,0,1.4213897526775838,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
81,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,6243917.301416721,6243917.301416721,830581.8181818182,595311.3556922216,51.30781542195679,0.0,6.177334285293164e-05,0.0,769617.2313293519,0.0,7013534.532746073,6243917.301416721,45,0,4.1255433753607065,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
82,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,5183165.220275311,5183165.220275311,745372.7272727273,534238.5771700116,0.0,0.0,0.0,0.0,0.0,0.0,5183165.220275311,5183165.220275311,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
83,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,8818290.01725589,6572565.49286139,862018.1818181819,617843.060389736,0.0,0.0,0.0,0.0,0.0,0.0,8818290.01725589,6572565.49286139,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
84,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,5662183.167290133,5662183.167290133,815690.909090909,584638.4429407674,0.1784030363576221,0.0,2.1871401822591485e-07,0.0,892.0151817881106,0.0,5663075.182471922,5662183.167290133,1,0,0.1784030363576221,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
85,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,8977480.037458882,6691215.121252687,878563.6363636364,629701.8523357961,0.0,0.0,0.0,0.0,0.0,0.0,8977480.037458882,6691215.121252687,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
86,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,5690586.622876331,5690586.622876331,819000.0,587010.2013299796,7.016620784119084,0.0,8.567302544711946e-06,0.0,105249.31176178626,0.0,5795835.934638117,5690586.622876331,8,0,1.8399748120770028,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
87,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,7046232.86547934,5251792.229070601,890145.4545454545,638003.0066980383,0.0,0.0,0.0,0.0,0.0,0.0,7046232.86547934,5251792.229070601,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
88,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,6313911.231753361,6313911.231753361,766881.8181818181,549655.0066998899,0.0,0.0,0.0,0.0,0.0,0.0,6313911.231753361,6313911.231753361,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
89,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,5360338.711526905,3995239.119658053,871118.1818181816,624365.395960069,0.0,0.0,0.0,0.0,0.0,0.0,5360338.711526905,3995239.119658053,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
90,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,7037801.013169418,7037801.013169418,756954.5454545454,542539.7315322538,0.0,0.0,0.0,0.0,0.0,0.0,7037801.013169418,7037801.013169418,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
91,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,5190477.831220443,5190477.831220443,717245.4545454546,514078.6308617093,0.0,0.0,0.0,0.0,0.0,0.0,5190477.831220443,5190477.831220443,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
92,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,4124035.834337894,4124035.834337894,761090.9090909092,545504.4295187688,0.0,0.0,0.0,0.0,0.0,0.0,4124035.834337894,4124035.834337894,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
93,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,9836758.479196357,7331663.986494349,893454.5454545454,640374.7650872504,0.0,0.0,0.0,0.0,0.0,0.0,9836758.479196357,7331663.986494349,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
94,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,9205072.76662919,6860847.568727623,876081.8181818181,627923.0335438871,0.0,0.0,0.0,0.0,0.0,0.0,9205072.76662919,6860847.568727623,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
95,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,6537226.474768435,4872412.799194073,835545.4545454545,598868.9932760397,0.0,0.0,0.0,0.0,0.0,0.0,6537226.474768435,4872412.799194073,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
96,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,4754387.92942137,4754387.92942137,778463.6363636362,557956.1610621319,0.0,0.0,0.0,0.0,0.0,0.0,4754387.92942137,4754387.92942137,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
97,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,7426166.06532543,7426166.06532543,808245.4545454545,579301.9865650403,0.0,0.0,0.0,0.0,0.0,0.0,7426166.06532543,7426166.06532543,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
98,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,7209810.920306437,5373712.405935065,828927.2727272727,594125.4764976156,0.0,0.0,0.0,0.0,0.0,0.0,7209810.920306437,5373712.405935065,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
99,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,6190369.214789087,4613888.521422799,864499.9999999999,619621.8791816449,0.0,0.0,0.0,0.0,0.0,0.0,6190369.214789087,4613888.521422799,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
