future_id,selected_upgrade_name_EB,selected_upgrade_name_BB,selected_capacity_MW_EB,selected_capacity_MW_BB,annualised_upgrade_cost_nzd_EB,annualised_upgrade_cost_nzd_BB,annual_incremental_MWh_EB,annual_incremental_MWh_BB,annual_shed_MWh_EB,annual_shed_MWh_BB,shed_fraction_EB,shed_fraction_BB,annual_shed_cost_nzd_EB,annual_shed_cost_nzd_BB,total_cost_nzd_EB,total_cost_nzd_BB,n_hours_binding_EB,n_hours_binding_BB,unserved_peak_MW_EB,unserved_peak_MW_BB,epoch_tag_EB,strategy_id_EB,strategy_label_EB,epoch_tag_BB,strategy_id_BB,strategy_label_BB
10,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,7434905.845152255,5541483.156586814,852090.9090909091,610727.7852220999,0.0,0.0,0.0,0.0,0.0,0.0,7434905.845152255,5541483.156586814,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
11,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,5484877.509935844,5484877.509935844,802454.5454545454,575151.4093839193,5.214942017753927,0.0,6.498738211769933e-06,0.0,52149.42017753927,0.0,5537026.930113383,5484877.509935844,7,0,1.6509610324685866,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
12,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,6089241.893759686,4538514.9581488855,876909.0909090909,628515.9731411901,0.0,0.0,0.0,0.0,0.0,0.0,6089241.893759686,4538514.9581488855,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
13,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,8563418.33950572,6382601.135711597,835545.4545454545,598868.9932760397,0.0,0.0,0.0,0.0,0.0,0.0,8563418.33950572,6382601.135711597,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
14,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,5377955.732928456,5377955.732928456,819000.0,587010.2013299796,4.552277364950811,0.0,5.5583362209411615e-06,0.0,45522.77364950811,0.0,5423478.506577964,5377955.732928456,7,0,1.4869815469035927,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
15,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,6875712.714849489,5124697.876801153,860363.6363636362,616657.1811951299,0.0,0.0,0.0,0.0,0.0,0.0,6875712.714849489,5124697.876801153,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
16,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,7952468.903380165,5927240.155986016,885181.8181818181,634445.3691142203,0.0,0.0,0.0,0.0,0.0,0.0,7952468.903380165,5927240.155986016,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
17,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,5547772.672881366,5547772.672881366,794181.8181818181,569222.0134108892,0.3209777145574151,0.0,4.041614995571848e-07,0.0,6419.554291148302,0.0,5554192.227172514,5547772.672881366,1,0,0.3209777145574151,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
18,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,7163185.239582601,5338960.731902231,901727.2727272728,646304.1610602804,0.0,0.0,0.0,0.0,0.0,0.0,7163185.239582601,5338960.731902231,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
19,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,5242102.180966128,5242102.180966128,827272.7272727272,592939.5973030096,13.08578015778228,0.0,1.5817976014901662e-05,0.0,196286.7023667342,0.0,5438388.883332862,5242102.180966128,12,0,2.463971599641326,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
20,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,7306077.649136828,5445463.207823317,843818.1818181818,604798.3892490697,0.0,0.0,0.0,0.0,0.0,0.0,7306077.649136828,5445463.207823317,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
21,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,6787659.486725758,5059068.870772931,851263.6363636362,610134.8456247968,0.0,0.0,0.0,0.0,0.0,0.0,6787659.486725758,5059068.870772931,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
22,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,7169007.823987665,5343300.498145473,843818.1818181818,604798.3892490697,0.0,0.0,0.0,0.0,0.0,0.0,7169007.823987665,5343300.498145473,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
23,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,7603293.861009622,5666988.357739171,937300.0,671800.5637443098,0.0,0.0,0.0,0.0,0.0,0.0,7603293.861009622,5666988.357739171,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
24,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,9773790.182340432,7284731.615904402,857881.8181818181,614878.3624032208,0.0,0.0,0.0,0.0,0.0,0.0,9773790.182340432,7284731.615904402,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
25,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,5457895.485032215,5457895.485032215,785909.0909090908,563292.6174378591,0.0,0.0,0.0,0.0,0.0,0.0,5457895.485032215,5457895.485032215,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
26,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,4296997.532438081,4296997.532438081,810727.2727272727,581080.8053569493,16.426229090668016,0.0,2.0261103386112152e-05,0.0,246393.43636002025,0.0,4543390.968798101,4296997.532438081,15,0,2.769148391275678,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
27,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,5493271.917683639,5493271.917683639,727172.7272727273,521193.90602934535,0.0,0.0,0.0,0.0,0.0,0.0,5493271.917683639,5493271.917683639,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
28,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,6427885.653032374,4790917.440060129,849609.0909090908,608948.9664301907,0.0,0.0,0.0,0.0,0.0,0.0,6427885.653032374,4790917.440060129,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
29,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,4437631.116784267,4437631.116784267,749509.0909090909,537203.2751565267,0.0,0.0,0.0,0.0,0.0,0.0,4437631.116784267,4437631.116784267,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
30,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,6997514.564797379,6997514.564797379,820654.5454545454,588196.0805245854,165.9125049807696,0.0,0.0002021709450093,0.0,1659125.049807696,0.0,8656639.614605075,6997514.564797379,112,0,5.741802106945386,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
31,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,5128098.408611073,5128098.408611073,790045.4545454546,566257.3154243741,0.0,0.0,0.0,0.0,0.0,0.0,5128098.408611073,5128098.408611073,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
32,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,4831229.046497345,4831229.046497345,832236.3636363635,596497.2348868276,181.85736906156043,0.0,0.0002185164900353,0.0,909286.8453078022,0.0,5740515.891805147,4831229.046497345,125,0,5.8741117526712685,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
33,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,5698892.977396003,5698892.977396003,780945.4545454545,559734.979854041,0.0,0.0,0.0,0.0,0.0,0.0,5698892.977396003,5698892.977396003,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
34,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,8809193.28393899,6565785.394295862,884354.5454545454,633852.4295169172,0.0,0.0,0.0,0.0,0.0,0.0,8809193.28393899,6565785.394295862,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
35,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,7160614.301347707,7160614.301347707,800800.0,573965.5301893132,0.0,0.0,0.0,0.0,0.0,0.0,7160614.301347707,7160614.301347707,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
36,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,5834373.351391522,5834373.351391522,814036.3636363635,583452.5637461613,9.975972020704448,0.0,1.225494642050265e-05,0.0,99759.72020704446,0.0,5934133.071598567,5834373.351391522,10,0,2.2068625964025443,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
37,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,5888932.808741331,5888932.808741331,792527.2727272727,568036.1342162832,0.0,0.0,0.0,0.0,0.0,0.0,5888932.808741331,5888932.808741331,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
38,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,7722299.6102895485,5755687.309535811,847954.5454545454,607763.0872355847,0.0,0.0,0.0,0.0,0.0,0.0,7722299.6102895485,5755687.309535811,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
39,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,6714603.735846695,6714603.735846695,740409.0909090908,530680.9395861935,0.0,0.0,0.0,0.0,0.0,0.0,6714603.735846695,6714603.735846695,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
40,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,5639587.031749237,5639587.031749237,783427.2727272726,561513.7986459499,0.0,0.0,0.0,0.0,0.0,0.0,5639587.031749237,5639587.031749237,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
41,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,7200157.244133404,5366517.199294097,919927.2727272728,659348.8322009468,0.0,0.0,0.0,0.0,0.0,0.0,7200157.244133404,5366517.199294097,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
42,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,4861947.044079939,4861947.044079939,788390.9090909091,565071.4362297681,0.0,0.0,0.0,0.0,0.0,0.0,4861947.044079939,4861947.044079939,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
43,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,4260631.54922298,4260631.54922298,772672.7272727273,553805.583881011,0.0,0.0,0.0,0.0,0.0,0.0,4260631.54922298,4260631.54922298,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
44,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,6394249.319889109,6394249.319889109,764400.0,547876.1879079809,0.0,0.0,0.0,0.0,0.0,0.0,6394249.319889109,6394249.319889109,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
45,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,7236156.005107321,5393348.275806657,846299.9999999998,606577.2080409788,0.0,0.0,0.0,0.0,0.0,0.0,7236156.005107321,5393348.275806657,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
46,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,8672050.324879427,6463568.1754768,914136.3636363636,655198.2550198257,0.0,0.0,0.0,0.0,0.0,0.0,8672050.324879427,6463568.1754768,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
47,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,7068578.087949788,5268446.868218576,853745.4545454546,611913.664416706,0.0,0.0,0.0,0.0,0.0,0.0,7068578.087949788,5268446.868218576,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
48,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,7745758.71847227,5773172.164834666,866154.5454545454,620807.758376251,0.0,0.0,0.0,0.0,0.0,0.0,7745758.71847227,5773172.164834666,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
49,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,7413483.235089951,5525516.171220376,855399.9999999999,613099.5436113119,0.0,0.0,0.0,0.0,0.0,0.0,7413483.235089951,5525516.171220376,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
50,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,4831895.735224568,4831895.735224568,823963.6363636362,590567.8389137975,52.37255990558784,0.0,6.356173694353968e-05,0.0,523725.5990558784,0.0,5355621.334280446,4831895.735224568,48,0,4.155835843069383,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
51,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,6522001.974864054,6522001.974864054,812381.8181818181,582266.6845515554,3.1281483553350142,0.0,3.850588830675808e-06,0.0,46922.22533002521,0.0,6568924.200194079,6522001.974864054,5,0,1.2701787289908566,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
52,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,7195177.289891704,7195177.289891704,842163.6363636362,603612.5100544638,32.25797975523267,0.0,3.830369581678786e-05,0.0,322579.7975523267,0.0,7517757.087444031,7195177.289891704,28,0,3.5518664907397977,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
53,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,7204892.496061356,7204892.496061356,803281.8181818181,575744.3489812223,31.853514377542908,0.0,3.965422054446781e-05,0.0,159267.57188771453,0.0,7364160.067949071,7204892.496061356,28,0,3.5489256901267368,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
54,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,7220404.08594386,5381607.845390158,868636.3636363635,622586.5771681601,0.0,0.0,0.0,0.0,0.0,0.0,7220404.08594386,5381607.845390158,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
55,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,7183854.007799224,5354365.853813022,909172.7272727272,651640.6174360075,0.0,0.0,0.0,0.0,0.0,0.0,7183854.007799224,5354365.853813022,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
56,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,4968919.137217683,4968919.137217683,734618.1818181818,526530.3624050725,0.0,0.0,0.0,0.0,0.0,0.0,4968919.137217683,4968919.137217683,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
57,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,8361425.524347071,8361425.524347071,775981.8181818181,556177.342270223,0.0,0.0,0.0,0.0,0.0,0.0,8361425.524347071,8361425.524347071,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
58,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,9959375.918513048,7423054.851265057,838854.5454545454,601240.7516652517,0.0,0.0,0.0,0.0,0.0,0.0,9959375.918513048,7423054.851265057,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
59,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,7899368.058743064,5887662.326449831,887663.6363636364,636224.1879061293,0.0,0.0,0.0,0.0,0.0,0.0,7899368.058743064,5887662.326449831,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
60,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,8430427.136282811,6283478.358909454,900900.0,645711.2214629774,0.0,0.0,0.0,0.0,0.0,0.0,8430427.136282811,6283478.358909454,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
61,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,6117602.849167797,6117602.849167797,837200.0,600054.8724706457,29.6921881502694,0.0,3.546606324685786e-05,0.0,445382.822254041,0.0,6562985.671421838,6117602.849167797,26,0,3.459863030339932,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
62,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,8961051.235826228,8961051.235826228,804936.3636363635,576930.2281758282,68.9703391680558,0.0,8.568421341592378e-05,0.0,689703.391680558,0.0,9650754.627506783,8961051.235826228,57,0,4.485609557538453,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
63,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,6337442.408716713,6337442.408716713,795009.0909090908,569814.9530081921,2.369341443957495,0.0,2.980269623392808e-06,0.0,23693.41443957495,0.0,6361135.823156288,6337442.408716713,3,0,1.1246632501780311,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
64,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,5835564.166476622,5835564.166476622,827272.7272727272,592939.5973030096,84.07731011828535,0.0,0.0001016319133297,0.0,840773.1011828536,0.0,6676337.267659476,5835564.166476622,62,0,4.758427823268505,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
65,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,6047032.376087033,4507054.797643535,833890.909090909,597683.1140814336,0.0,0.0,0.0,0.0,0.0,0.0,6047032.376087033,4507054.797643535,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
66,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,10403585.664607983,7754139.182021149,905036.3636363636,648675.9194494926,0.0,0.0,0.0,0.0,0.0,0.0,10403585.664607983,7754139.182021149,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
67,fonterra_opt4_N_plus150MW,fonterra_opt3_N_plus97MW,150.0,97.0,9361500.57529316,6977438.4287851695,822309.0909090908,589381.9597191915,0.0,0.0,0.0,0.0,0.0,0.0,9361500.57529316,6977438.4287851695,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
68,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,5576587.043532141,5576587.043532141,799145.4545454545,572779.6509947072,0.3423825219225875,0.0,4.284357997347694e-07,0.0,6847.650438451751,0.0,5583434.693970593,5576587.043532141,1,0,0.3423825219225875,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
69,fonterra_opt3_N_plus97MW,fonterra_opt3_N_plus97MW,97.0,97.0,5364387.149775676,5364387.149775676,796663.6363636364,571000.8322027982,0.0,0.0,0.0,0.0,0.0,0.0,5364387.149775676,5364387.149775676,0,0,0.0,0.0,2035_EB,S_AUTO,Auto-select upgrade (min cost),2035_BB,S_AUTO,Auto-select upgrade (min cost)
